,C0000100,C0000200,Y1211300,HGC_ya
9580,976601,9766,6,4
9581,976801,9768,3,3
9582,976802,9768,2,2
9583,976803,9768,7,5
9584,977201,9772,2,2
9585,977202,9772,6,4
9586,977203,9772,2,2
9587,977204,9772,7,5
9588,977205,9772,6,4
9589,977401,9774,-7,
9590,977402,9774,-7,
9591,977801,9778,8,5
9592,977802,9778,7,5
9593,977803,9778,6,4
9594,978401,9784,5,3
9595,978402,9784,7,5
9596,978403,9784,3,3
9597,978901,9789,7,5
9598,978902,9789,6,4
9599,978903,9789,3,3
9600,979001,9790,2,2
9601,979002,9790,3,3
9602,979003,9790,3,3
9603,979501,9795,-7,
9604,979502,9795,-7,
9605,979503,9795,-7,
9606,979601,9796,-7,
9607,979602,9796,-7,
9608,979603,9796,-7,
9609,979604,9796,-7,
9610,979701,9797,-7,
9611,979702,9797,-7,
9612,979801,9798,-7,
9613,979802,9798,-7,
9614,979803,9798,-7,
9615,979804,9798,-7,
9616,980701,9807,-7,
9617,980702,9807,-7,
9618,980901,9809,3,3
9619,980902,9809,3,3
9620,981101,9811,9,6
9621,981102,9811,6,4
9622,981701,9817,6,4
9623,981702,9817,8,5
9624,981703,9817,3,3
9625,982001,9820,6,4
9626,982601,9826,6,4
9627,982801,9828,2,2
9628,982802,9828,2,2
9629,982803,9828,2,2
9630,982804,9828,2,2
9631,982805,9828,2,2
9632,983001,9830,10,7
9633,983002,9830,3,3
9634,983003,9830,7,5
9635,983101,9831,-7,
9636,983102,9831,3,3
9637,983201,9832,2,2
9638,983202,9832,3,3
9639,983401,9834,-7,
9640,983402,9834,-7,
9641,983403,9834,-7,
9642,983701,9837,3,3
9643,983702,9837,5,3
9644,983703,9837,3,3
9645,983704,9837,2,2
9646,983801,9838,7,5
9647,983802,9838,7,5
9648,983803,9838,6,4
9649,983804,9838,6,4
9650,983901,9839,6,4
9651,983902,9839,6,4
9652,983903,9839,6,4
9653,984001,9840,5,3
9654,984002,9840,7,5
9655,984003,9840,3,3
9656,984401,9844,3,3
9657,984402,9844,3,3
9658,984403,9844,6,4
9659,984404,9844,3,3
9660,984405,9844,6,4
9661,984501,9845,8,5
9662,984502,9845,7,5
9663,984503,9845,6,4
9664,985101,9851,-7,
9665,985102,9851,-7,
9666,985201,9852,2,2
9667,985501,9855,3,3
9668,985502,9855,6,4
9669,985801,9858,7,5
9670,985802,9858,3,3
9671,985803,9858,7,5
9672,986101,9861,-7,
9673,986102,9861,-7,
9674,986201,9862,2,2
9675,986202,9862,3,3
9676,986203,9862,8,5
9677,986401,9864,-7,
9678,986402,9864,-7,
9679,986501,9865,-7,
9680,986502,9865,-7,
9681,986503,9865,-7,
9682,986504,9865,-7,
9683,986505,9865,6,4
9684,986506,9865,-7,
9685,986507,9865,-7,
9686,987001,9870,2,2
9687,987002,9870,2,2
9688,987003,9870,3,3
9689,987101,9871,3,3
9690,987102,9871,6,4
9691,987401,9874,6,4
9692,987402,9874,6,4
9693,987403,9874,10,7
9694,987701,9877,2,2
9695,987702,9877,7,5
9696,988101,9881,3,3
9697,988102,9881,6,4
9698,988103,9881,8,5
9699,988201,9882,-7,
9700,988202,9882,-7,
9701,988203,9882,-7,
9702,988501,9885,5,3
9703,988502,9885,6,4
9704,988701,9887,2,2
9705,988702,9887,3,3
9706,989101,9891,-7,
9707,989102,9891,-7,
9708,989201,9892,7,5
9709,989202,9892,3,3
9710,989501,9895,3,3
9711,989502,9895,2,2
9712,989503,9895,6,4
9713,989701,9897,8,5
9714,989702,9897,6,4
9715,989801,9898,-7,
9716,989901,9899,-7,
9717,989902,9899,7,5
9718,990301,9903,-7,
9719,990601,9906,3,3
9720,990602,9906,2,2
9721,991001,9910,-7,
9722,991301,9913,-7,
9723,991302,9913,-7,
9724,991303,9913,-7,
9725,991601,9916,3,3
9726,991602,9916,2,2
9727,991603,9916,6,4
9728,991604,9916,6,4
9729,992001,9920,-7,
9730,992002,9920,-7,
9731,992201,9922,2,2
9732,992202,9922,1,1
9733,992501,9925,5,3
9734,992502,9925,6,4
9735,992701,9927,3,3
9736,992702,9927,-7,
9737,993001,9930,3,3
9738,993002,9930,8,5
9739,993003,9930,6,4
9740,993201,9932,-7,
9741,993202,9932,-7,
9742,993501,9935,6,4
9743,993502,9935,8,5
9744,993503,9935,8,5
9745,993504,9935,7,5
9746,993801,9938,2,2
9747,993802,9938,2,2
9748,993803,9938,6,4
9749,993804,9938,2,2
9750,993901,9939,5,3
9751,993902,9939,6,4
9752,994001,9940,3,3
9753,994002,9940,6,4
9754,994101,9941,8,5
9755,994102,9941,8,5
9756,994401,9944,-7,
9757,994402,9944,-7,
9758,994501,9945,6,4
9759,994502,9945,3,3
9760,994503,9945,3,3
9761,994504,9945,2,2
9762,994601,9946,8,5
9763,994602,9946,2,2
9764,994801,9948,-7,
9765,995101,9951,5,3
9766,995102,9951,3,3
9767,995103,9951,3,3
9768,995104,9951,3,3
9769,995301,9953,2,2
9770,995302,9953,3,3
9771,995303,9953,6,4
9772,995304,9953,3,3
9773,995501,9955,6,4
9774,995502,9955,3,3
9775,996001,9960,-7,
9776,996002,9960,-7,
9777,996501,9965,-7,
9778,996502,9965,-7,
9779,996601,9966,6,4
9780,996602,9966,5,3
9781,996603,9966,5,3
9782,996604,9966,3,3
9783,996701,9967,7,5
9784,996702,9967,7,5
9785,996703,9967,2,2
9786,997001,9970,7,5
9787,997002,9970,7,5
9788,997003,9970,6,4
9789,997004,9970,2,2
9790,997005,9970,4,2
9791,997006,9970,3,3
9792,997201,9972,8,5
9793,997202,9972,8,5
9794,997203,9972,8,5
9795,997301,9973,-7,
9796,997401,9974,3,3
9797,997402,9974,3,3
9798,997403,9974,7,5
9799,997404,9974,2,2
9800,997801,9978,3,3
9801,998001,9980,3,3
9802,998002,9980,3,3
9803,998003,9980,6,4
9804,998004,9980,7,5
9805,998005,9980,3,3
9806,998006,9980,8,5
9807,998101,9981,8,5
9808,998102,9981,6,4
9809,998103,9981,6,4
9810,998104,9981,8,5
9811,998201,9982,3,3
9812,998202,9982,8,5
9813,998203,9982,3,3
9814,998601,9986,6,4
9815,998602,9986,8,5
9816,998603,9986,6,4
9817,998604,9986,3,3
9818,998605,9986,3,3
9819,999101,9991,-7,
9820,999102,9991,-7,
9821,999201,9992,8,5
9822,999202,9992,7,5
9823,999203,9992,7,5
9824,999204,9992,8,5
9825,999205,9992,7,5
9826,999501,9995,11,8
9827,999502,9995,3,3
9828,999701,9997,3,3
9829,999702,9997,2,2
9830,999703,9997,6,4
9831,999704,9997,6,4
9832,1000001,10000,1,1
9833,1000002,10000,2,2
9834,1000003,10000,-7,
9835,1000004,10000,-7,
9836,1000201,10002,3,3
9837,1000202,10002,6,4
9838,1000203,10002,6,4
9839,1000801,10008,7,5
9840,1000802,10008,2,2
9841,1000803,10008,6,4
9842,1001101,10011,3,3
9843,1001102,10011,-7,
9844,1001201,10012,-7,
9845,1001202,10012,-7,
9846,1001203,10012,-7,
9847,1001501,10015,-7,
9848,1001502,10015,-7,
9849,1001601,10016,-7,
9850,1001602,10016,-7,
9851,1001603,10016,-7,
9852,1002401,10024,6,4
9853,1002402,10024,6,4
9854,1002403,10024,3,3
9855,1002601,10026,2,2
9856,1002602,10026,2,2
9857,1002603,10026,2,2
9858,1002604,10026,2,2
9859,1002605,10026,1,1
9860,1002606,10026,3,3
9861,1002607,10026,3,3
9862,1002901,10029,6,4
9863,1002902,10029,7,5
9864,1003201,10032,7,5
9865,1003202,10032,5,3
9866,1003203,10032,5,3
9867,1003204,10032,2,2
9868,1003205,10032,3,3
9869,1003206,10032,4,2
9870,1003401,10034,-7,
9871,1003402,10034,-7,
9872,1003403,10034,-7,
9873,1003601,10036,6,4
9874,1003602,10036,8,5
9875,1003603,10036,8,5
9876,1003604,10036,6,4
9877,1003605,10036,6,4
9878,1003701,10037,2,2
9879,1003801,10038,8,5
9880,1003802,10038,8,5
9881,1004201,10042,3,3
9882,1004202,10042,2,2
9883,1004203,10042,6,4
9884,1004204,10042,2,2
9885,1004401,10044,-7,
9886,1004701,10047,10,7
9887,1004801,10048,3,3
9888,1004802,10048,3,3
9889,1004803,10048,4,2
9890,1004901,10049,2,2
9891,1004902,10049,6,4
9892,1004903,10049,3,3
9893,1004904,10049,-7,
9894,1005201,10052,5,3
9895,1005202,10052,6,4
9896,1005203,10052,6,4
9897,1005401,10054,6,4
9898,1005402,10054,7,5
9899,1005601,10056,5,3
9900,1005602,10056,3,3
9901,1005901,10059,-7,
9902,1005902,10059,-7,
9903,1005903,10059,-7,
9904,1006001,10060,3,3
9905,1006002,10060,3,3
9906,1006201,10062,8,5
9907,1006202,10062,3,3
9908,1006203,10062,2,2
9909,1006301,10063,-7,
9910,1006302,10063,-7,
9911,1006601,10066,-7,
9912,1006602,10066,-7,
9913,1006603,10066,-7,
9914,1006604,10066,-7,
9915,1007201,10072,7,5
9916,1007202,10072,2,2
9917,1007203,10072,2,2
9918,1007301,10073,2,2
9919,1007302,10073,2,2
9920,1007303,10073,6,4
9921,1007304,10073,7,5
9922,1007701,10077,10,7
9923,1007702,10077,3,3
9924,1007703,10077,5,3
9925,1007704,10077,3,3
9926,1007901,10079,10,7
9927,1008101,10081,-7,
9928,1008102,10081,-7,
9929,1008103,10081,-7,
9930,1008104,10081,-7,
9931,1008105,10081,-7,
9932,1008601,10086,-7,
9933,1008602,10086,-7,
9934,1008801,10088,-7,
9935,1009201,10092,-7,
9936,1009202,10092,-7,
9937,1009301,10093,-7,
9938,1009302,10093,-7,
9939,1009501,10095,-7,
9940,1009502,10095,-7,
9941,1009503,10095,-7,
9942,1009701,10097,-7,
9943,1009702,10097,-7,
9944,1009703,10097,-7,
9945,1010101,10101,-7,
9946,1010102,10101,-7,
9947,1010103,10101,-7,
9948,1010104,10101,-7,
9949,1010401,10104,-7,
9950,1010402,10104,-7,
9951,1010403,10104,-7,
9952,1010404,10104,-7,
9953,1010601,10106,3,3
9954,1010602,10106,3,3
9955,1011201,10112,8,5
9956,1011202,10112,3,3
9957,1011203,10112,2,2
9958,1011204,10112,2,2
9959,1011301,10113,2,2
9960,1011302,10113,3,3
9961,1011601,10116,2,2
9962,1011701,10117,-7,
9963,1011702,10117,-7,
9964,1011901,10119,-7,
9965,1011902,10119,-7,
9966,1012501,10125,3,3
9967,1012502,10125,4,2
9968,1012701,10127,6,4
9969,1012901,10129,7,5
9970,1013001,10130,6,4
9971,1013002,10130,2,2
9972,1013201,10132,6,4
9973,1013202,10132,2,2
9974,1013501,10135,6,4
9975,1013502,10135,8,5
9976,1013503,10135,2,2
9977,1013601,10136,-7,
9978,1013602,10136,-7,
9979,1013801,10138,10,7
9980,1014001,10140,-7,
9981,1014002,10140,-7,
9982,1014401,10144,-7,
9983,1014402,10144,-7,
9984,1014501,10145,-7,
9985,1014801,10148,-7,
9986,1014802,10148,-7,
9987,1014901,10149,-7,
9988,1014902,10149,-7,
9989,1015001,10150,-7,
9990,1015002,10150,-7,
9991,1015003,10150,-7,
9992,1015101,10151,6,4
9993,1015301,10153,-7,
9994,1015601,10156,7,5
9995,1015602,10156,5,3
9996,1016201,10162,6,4
9997,1016202,10162,2,2
9998,1016401,10164,3,3
9999,1016402,10164,6,4
10000,1016601,10166,14,7
10001,1016602,10166,-7,
10002,1016603,10166,8,5
10003,1016801,10168,5,3
10004,1016802,10168,3,3
10005,1017501,10175,3,3
10006,1017502,10175,6,4
10007,1017503,10175,3,3
10008,1017504,10175,3,3
10009,1018101,10181,6,4
10010,1018102,10181,3,3
10011,1018103,10181,3,3
10012,1018104,10181,7,5
10013,1018201,10182,7,5
10014,1018301,10183,2,2
10015,1018302,10183,8,5
10016,1018303,10183,2,2
10017,1018304,10183,5,3
10018,1018401,10184,2,2
10019,1018402,10184,2,2
10020,1018403,10184,2,2
10021,1018404,10184,6,4
10022,1018501,10185,5,3
10023,1018502,10185,-7,
10024,1018503,10185,3,3
10025,1018801,10188,2,2
10026,1018802,10188,6,4
10027,1019101,10191,3,3
10028,1019102,10191,-7,
10029,1019103,10191,-7,
10030,1019104,10191,2,2
10031,1019105,10191,6,4
10032,1019301,10193,8,5
10033,1019302,10193,6,4
10034,1019303,10193,6,4
10035,1020301,10203,6,4
10036,1020302,10203,3,3
10037,1021001,10210,-7,
10038,1021002,10210,-7,
10039,1021003,10210,-7,
10040,1021101,10211,7,5
10041,1021102,10211,8,5
10042,1021103,10211,6,4
10043,1021104,10211,-7,
10044,1021201,10212,-7,
10045,1021202,10212,-7,
10046,1021301,10213,-7,
10047,1021302,10213,-7,
10048,1021303,10213,-7,
10049,1021304,10213,-7,
10050,1021401,10214,-7,
10051,1021402,10214,-7,
10052,1021501,10215,-7,
10053,1021502,10215,-7,
10054,1021601,10216,-7,
10055,1021901,10219,-7,
10056,1022001,10220,-7,
10057,1022002,10220,-7,
10058,1022003,10220,-7,
10059,1022004,10220,-7,
10060,1022101,10221,-7,
10061,1022102,10221,-7,
10062,1022601,10226,10,7
10063,1022602,10226,10,7
10064,1022701,10227,-7,
10065,1022702,10227,-7,
10066,1022703,10227,-7,
10067,1022901,10229,8,5
10068,1022902,10229,4,2
10069,1023101,10231,-7,
10070,1023102,10231,-7,
10071,1023401,10234,8,5
10072,1023402,10234,7,5
10073,1023403,10234,7,5
10074,1023601,10236,5,3
10075,1023602,10236,6,4
10076,1023603,10236,3,3
10077,1023701,10237,8,5
10078,1023702,10237,6,4
10079,1023801,10238,2,2
10080,1023802,10238,2,2
10081,1024101,10241,-7,
10082,1024102,10241,-7,
10083,1024103,10241,-7,
10084,1024104,10241,-7,
10085,1024301,10243,-7,
10086,1024302,10243,-7,
10087,1024303,10243,-7,
10088,1024501,10245,-7,
10089,1024502,10245,-7,
10090,1024503,10245,-7,
10091,1024601,10246,-7,
10092,1025201,10252,-7,
10093,1025401,10254,-7,
10094,1025501,10255,-7,
10095,1025502,10255,-7,
10096,1025503,10255,-7,
10097,1025701,10257,-7,
10098,1025702,10257,-7,
10099,1025901,10259,2,2
10100,1025902,10259,7,5
10101,1026001,10260,-7,
10102,1026002,10260,-7,
10103,1026101,10261,-7,
10104,1026102,10261,-7,
10105,1026201,10262,-7,
10106,1026202,10262,-7,
10107,1026701,10267,-7,
10108,1026801,10268,-7,
10109,1026802,10268,-7,
10110,1026901,10269,-7,
10111,1027101,10271,-7,
10112,1027201,10272,-7,
10113,1027202,10272,-7,
10114,1027203,10272,-7,
10115,1027301,10273,-7,
10116,1027302,10273,-7,
10117,1028101,10281,-7,
10118,1028102,10281,-7,
10119,1028103,10281,-7,
10120,1028301,10283,-7,
10121,1028302,10283,-7,
10122,1028601,10286,-7,
10123,1028602,10286,-7,
10124,1028603,10286,-7,
10125,1029101,10291,-7,
10126,1029102,10291,-7,
10127,1029103,10291,-7,
10128,1029201,10292,-7,
10129,1029202,10292,-7,
10130,1029203,10292,-7,
10131,1029501,10295,-7,
10132,1029701,10297,-7,
10133,1029702,10297,-7,
10134,1029901,10299,-7,
10135,1029902,10299,-7,
10136,1030201,10302,-7,
10137,1030301,10303,2,2
10138,1030302,10303,3,3
10139,1030801,10308,8,5
10140,1030802,10308,9,6
10141,1030803,10308,3,3
10142,1030901,10309,-7,
10143,1030902,10309,8,5
10144,1030903,10309,-7,
10145,1031001,10310,6,4
10146,1031002,10310,8,5
10147,1031003,10310,8,5
10148,1031201,10312,8,5
10149,1031202,10312,-7,
10150,1031203,10312,2,2
10151,1031301,10313,3,3
10152,1031302,10313,8,5
10153,1031401,10314,2,2
10154,1031402,10314,5,3
10155,1031403,10314,2,2
10156,1031404,10314,2,2
10157,1031701,10317,6,4
10158,1032101,10321,7,5
10159,1032102,10321,3,3
10160,1032901,10329,6,4
10161,1032902,10329,14,7
10162,1032903,10329,8,5
10163,1033101,10331,3,3
10164,1033102,10331,3,3
10165,1033103,10331,6,4
10166,1033104,10331,2,2
10167,1033201,10332,7,5
10168,1033202,10332,6,4
10169,1033203,10332,3,3
10170,1033204,10332,3,3
10171,1033205,10332,6,4
10172,1033401,10334,3,3
10173,1033402,10334,3,3
10174,1033403,10334,3,3
10175,1033601,10336,6,4
10176,1033602,10336,6,4
10177,1034001,10340,6,4
10178,1034002,10340,3,3
10179,1034401,10344,-7,
10180,1034402,10344,-7,
10181,1034501,10345,-7,
10182,1034502,10345,-7,
10183,1035001,10350,-7,
10184,1035401,10354,-7,
10185,1035801,10358,-7,
10186,1035901,10359,5,3
10187,1035902,10359,6,4
10188,1035903,10359,5,3
10189,1036001,10360,8,5
10190,1036002,10360,6,4
10191,1036003,10360,5,3
10192,1036101,10361,-7,
10193,1036102,10361,-7,
10194,1036103,10361,-7,
10195,1036201,10362,6,4
10196,1036601,10366,-7,
10197,1036602,10366,-7,
10198,1037101,10371,3,3
10199,1037102,10371,3,3
10200,1037103,10371,3,3
10201,1037104,10371,2,2
10202,1037201,10372,-7,
10203,1037301,10373,-7,
10204,1037302,10373,-7,
10205,1037303,10373,-7,
10206,1037304,10373,2,2
10207,1037401,10374,3,3
10208,1037501,10375,3,3
10209,1037502,10375,6,4
10210,1037701,10377,10,7
10211,1037702,10377,8,5
10212,1037703,10377,3,3
10213,1037704,10377,8,5
10214,1037705,10377,8,5
10215,1037801,10378,7,5
10216,1037802,10378,8,5
10217,1037803,10378,7,5
10218,1037901,10379,3,3
10219,1037902,10379,8,5
10220,1038301,10383,2,2
10221,1038302,10383,5,3
10222,1039001,10390,-7,
10223,1039002,10390,-7,
10224,1039401,10394,-7,
10225,1039501,10395,-7,
10226,1039502,10395,-7,
10227,1039601,10396,-7,
10228,1039602,10396,-7,
10229,1039901,10399,-7,
10230,1039902,10399,-7,
10231,1040001,10400,-7,
10232,1040101,10401,7,5
10233,1040102,10401,6,4
10234,1040103,10401,3,3
10235,1040601,10406,6,4
10236,1040602,10406,6,4
10237,1040603,10406,-7,
10238,1040901,10409,-7,
10239,1040902,10409,-7,
10240,1041101,10411,-7,
10241,1041501,10415,-7,
10242,1041502,10415,-7,
10243,1041503,10415,-7,
10244,1041504,10415,-7,
10245,1041505,10415,-7,
10246,1041506,10415,-7,
10247,1041507,10415,-7,
10248,1041801,10418,-7,
10249,1041802,10418,-7,
10250,1041803,10418,-7,
10251,1041901,10419,-7,
10252,1042001,10420,-7,
10253,1042002,10420,-7,
10254,1042003,10420,-7,
10255,1042101,10421,3,3
10256,1042102,10421,3,3
10257,1042201,10422,2,2
10258,1042202,10422,3,3
10259,1042701,10427,6,4
10260,1042702,10427,7,5
10261,1042801,10428,3,3
10262,1042802,10428,7,5
10263,1042803,10428,5,3
10264,1042901,10429,6,4
10265,1042902,10429,5,3
10266,1042903,10429,5,3
10267,1043301,10433,8,5
10268,1043302,10433,5,3
10269,1043601,10436,8,5
10270,1043602,10436,11,8
10271,1044301,10443,3,3
10272,1044302,10443,8,5
10273,1044401,10444,7,5
10274,1044402,10444,6,4
10275,1044501,10445,6,4
10276,1044502,10445,3,3
10277,1044601,10446,-7,
10278,1044602,10446,-7,
10279,1044603,10446,-7,
10280,1044801,10448,2,2
10281,1044802,10448,3,3
10282,1045001,10450,10,7
10283,1045002,10450,8,5
10284,1045101,10451,8,5
10285,1045102,10451,10,7
10286,1045103,10451,7,5
10287,1045201,10452,3,3
10288,1045202,10452,8,5
10289,1045801,10458,-7,
10290,1045802,10458,-7,
10291,1046501,10465,-7,
10292,1046701,10467,-7,
10293,1046702,10467,-7,
10294,1047501,10475,-7,
10295,1047502,10475,-7,
10296,1047503,10475,-7,
10297,1047701,10477,-7,
10298,1047702,10477,-7,
10299,1047703,10477,-7,
10300,1047704,10477,-7,
10301,1047705,10477,-7,
10302,1047801,10478,2,2
10303,1048001,10480,-7,
10304,1048002,10480,-7,
10305,1048003,10480,-7,
10306,1048101,10481,6,4
10307,1048102,10481,5,3
10308,1048103,10481,3,3
10309,1048401,10484,-7,
10310,1048402,10484,-7,
10311,1048403,10484,-7,
10312,1048404,10484,-7,
10313,1048405,10484,-7,
10314,1048501,10485,-7,
10315,1048502,10485,-7,
10316,1048601,10486,3,3
10317,1048602,10486,2,2
10318,1048603,10486,2,2
10319,1049101,10491,6,4
10320,1049102,10491,6,4
10321,1049401,10494,-7,
10322,1049402,10494,-7,
10323,1049601,10496,-7,
10324,1049801,10498,-7,
10325,1050001,10500,7,5
10326,1050002,10500,9,6
10327,1050201,10502,-7,
10328,1050202,10502,-7,
10329,1050203,10502,-7,
10330,1050401,10504,-7,
10331,1050402,10504,8,5
10332,1050601,10506,-7,
10333,1050602,10506,2,2
10334,1050603,10506,2,2
10335,1050604,10506,6,4
10336,1050605,10506,2,2
10337,1050701,10507,7,5
10338,1050702,10507,6,4
10339,1050703,10507,6,4
10340,1051101,10511,-7,
10341,1051102,10511,-7,
10342,1051103,10511,-7,
10343,1051201,10512,6,4
10344,1051202,10512,3,3
10345,1051203,10512,3,3
10346,1051401,10514,7,5
10347,1051601,10516,2,2
10348,1051602,10516,4,2
10349,1051801,10518,-7,
10350,1051802,10518,-7,
10351,1052101,10521,-7,
10352,1052102,10521,-7,
10353,1052103,10521,-7,
10354,1052104,10521,-7,
10355,1052105,10521,-7,
10356,1052601,10526,-7,
10357,1052602,10526,-7,
10358,1052801,10528,6,4
10359,1052802,10528,6,4
10360,1052901,10529,7,5
10361,1053001,10530,8,5
10362,1053002,10530,8,5
10363,1053003,10530,5,3
10364,1053004,10530,-7,
10365,1053201,10532,2,2
10366,1053202,10532,5,3
10367,1053203,10532,2,2
10368,1053204,10532,1,1
10369,1053301,10533,10,7
10370,1053401,10534,-7,
10371,1053402,10534,-7,
10372,1053403,10534,-7,
10373,1053404,10534,-7,
10374,1053501,10535,2,2
10375,1053502,10535,3,3
10376,1053701,10537,7,5
10377,1053801,10538,2,2
10378,1053802,10538,3,3
10379,1053803,10538,8,5
10380,1053804,10538,6,4
10381,1053901,10539,-7,
10382,1054201,10542,6,4
10383,1054202,10542,3,3
10384,1054203,10542,2,2
10385,1054204,10542,2,2
10386,1054301,10543,3,3
10387,1054302,10543,6,4
10388,1054303,10543,3,3
10389,1054401,10544,2,2
10390,1054402,10544,2,2
10391,1054601,10546,-7,
10392,1054602,10546,-7,
10393,1054603,10546,-7,
10394,1055001,10550,9,6
10395,1055101,10551,9,6
10396,1055401,10554,7,5
10397,1055801,10558,-7,
10398,1055802,10558,-7,
10399,1055803,10558,-7,
10400,1055901,10559,-7,
10401,1056401,10564,-7,
10402,1056402,10564,-7,
10403,1056403,10564,-7,
10404,1056501,10565,6,4
10405,1056502,10565,2,2
10406,1056503,10565,6,4
10407,1056504,10565,2,2
10408,1056901,10569,2,2
10409,1056902,10569,6,4
10410,1057201,10572,6,4
10411,1057301,10573,8,5
10412,1057302,10573,6,4
10413,1057303,10573,6,4
10414,1057701,10577,-7,
10415,1057702,10577,-7,
10416,1057703,10577,-7,
10417,1057901,10579,4,2
10418,1057902,10579,2,2
10419,1057903,10579,2,2
10420,1058101,10581,10,7
10421,1058102,10581,8,5
10422,1058103,10581,6,4
10423,1058201,10582,2,2
10424,1058202,10582,8,5
10425,1058203,10582,10,7
10426,1058601,10586,2,2
10427,1058602,10586,3,3
10428,1058603,10586,3,3
10429,1058604,10586,3,3
10430,1058801,10588,-7,
10431,1058901,10589,-7,
10432,1059001,10590,1,1
10433,1059002,10590,5,3
10434,1059201,10592,-7,
10435,1059401,10594,-7,
10436,1059402,10594,-7,
10437,1059701,10597,-7,
10438,1059702,10597,-7,
10439,1059901,10599,-7,
10440,1059902,10599,-7,
10441,1061501,10615,-7,
10442,1061502,10615,-7,
10443,1061801,10618,-7,
10444,1061802,10618,-7,
10445,1062101,10621,-7,
10446,1062102,10621,-7,
10447,1062201,10622,-7,
10448,1062601,10626,-7,
10449,1062701,10627,-7,
10450,1062801,10628,-7,
10451,1062802,10628,-7,
10452,1063401,10634,8,5
10453,1063402,10634,6,4
10454,1063403,10634,6,4
10455,1063601,10636,-7,
10456,1064901,10649,-7,
10457,1064902,10649,-7,
10458,1065001,10650,-7,
10459,1065101,10651,-7,
10460,1065201,10652,-7,
10461,1065301,10653,-7,
10462,1067401,10674,-7,
10463,1067402,10674,-7,
10464,1067601,10676,-7,
10465,1067701,10677,-7,
10466,1068001,10680,-7,
10467,1068002,10680,-7,
10468,1068201,10682,-7,
10469,1068301,10683,-7,
10470,1068401,10684,-7,
10471,1068501,10685,-7,
10472,1068502,10685,-7,
10473,1068503,10685,-7,
10474,1068701,10687,-7,
10475,1068702,10687,-7,
10476,1068801,10688,-7,
10477,1068901,10689,-7,
10478,1069101,10691,-7,
10479,1069102,10691,-7,
10480,1071201,10712,-7,
10481,1071202,10712,-7,
10482,1071203,10712,-7,
10483,1071301,10713,-7,
10484,1072001,10720,-7,
10485,1072002,10720,-7,
10486,1074101,10741,-7,
10487,1074401,10744,-7,
10488,1074402,10744,-7,
10489,1074601,10746,-7,
10490,1075201,10752,8,5
10491,1079201,10792,-7,
10492,1079202,10792,-7,
10493,1079301,10793,-7,
10494,1079401,10794,-7,
10495,1079402,10794,-7,
10496,1080001,10800,-7,
10497,1080201,10802,-7,
10498,1080202,10802,-7,
10499,1080601,10806,-7,
10500,1080801,10808,-7,
10501,1080802,10808,-7,
10502,1080901,10809,-7,
10503,1080902,10809,-7,
10504,1081101,10811,3,3
10505,1081102,10811,2,2
10506,1081103,10811,7,5
10507,1081401,10814,-7,
10508,1081501,10815,-7,
10509,1081502,10815,-7,
10510,1081601,10816,-7,
10511,1081801,10818,7,5
10512,1082801,10828,-7,
10513,1083301,10833,-7,
10514,1083302,10833,-7,
10515,1083501,10835,-7,
10516,1083502,10835,-7,
10517,1086101,10861,-7,
10518,1086102,10861,-7,
10519,1086201,10862,-7,
10520,1086301,10863,-7,
10521,1086401,10864,-7,
10522,1086402,10864,-7,
10523,1086403,10864,-7,
10524,1086501,10865,-7,
10525,1086801,10868,-7,
10526,1087101,10871,-7,
10527,1087102,10871,-7,
10528,1087201,10872,-7,
10529,1087401,10874,-7,
10530,1087601,10876,-7,
10531,1087801,10878,-7,
10532,1087802,10878,-7,
10533,1088001,10880,-7,
10534,1089801,10898,-7,
10535,1090001,10900,-7,
10536,1090002,10900,-7,
10537,1090003,10900,-7,
10538,1090101,10901,-7,
10539,1090401,10904,-7,
10540,1090601,10906,-7,
10541,1093001,10930,-7,
10542,1093002,10930,-7,
10543,1093301,10933,5,3
10544,1094401,10944,-7,
10545,1095101,10951,-7,
10546,1095102,10951,-7,
10547,1095103,10951,-7,
10548,1095201,10952,-7,
10549,1096001,10960,-7,
10550,1096002,10960,-7,
10551,1096401,10964,-7,
10552,1097301,10973,-7,
10553,1097401,10974,-7,
10554,1097402,10974,-7,
10555,1097601,10976,-7,
10556,1097801,10978,-7,
10557,1098101,10981,-7,
10558,1098701,10987,-7,
10559,1102501,11025,-7,
10560,1102801,11028,-7,
10561,1102901,11029,-7,
10562,1103101,11031,-7,
10563,1103102,11031,-7,
10564,1103301,11033,-7,
10565,1103401,11034,-7,
10566,1109801,11098,-7,
10567,1109802,11098,-7,
10568,1109901,11099,-7,
10569,1109902,11099,-7,
10570,1110001,11100,-7,
10571,1110101,11101,-7,
10572,1110102,11101,-7,
10573,1110301,11103,-7,
10574,1110401,11104,-7,
10575,1110402,11104,-7,
10576,1110701,11107,-7,
10577,1110801,11108,-7,
10578,1110802,11108,-7,
10579,1112201,11122,-7,
10580,1112301,11123,-7,
10581,1112302,11123,-7,
10582,1113001,11130,-7,
10583,1113002,11130,-7,
10584,1113201,11132,3,3
10585,1113202,11132,3,3
10586,1113203,11132,3,3
10587,1113301,11133,-7,
10588,1113601,11136,-7,
10589,1113701,11137,-7,
10590,1114701,11147,-7,
10591,1114702,11147,-7,
10592,1114801,11148,-7,
10593,1114802,11148,-7,
10594,1115001,11150,-7,
10595,1115501,11155,-7,
