,C0000100,C0000200,C0005700,m_age_ya,m_HGC_ya,dad_distance_ya,HGC_ya
220,25202,252,1991,27,5,0,5
221,25401,254,1981,20,5,5,2
222,25402,254,1982,21,5,55,7
223,25403,254,1989,28,5,5,3
224,25404,254,1994,32,5,5,3
225,25405,254,1995,34,5,5,5
226,25501,255,1983,21,5,0,3
227,25502,255,1984,21,5,5,5
228,25503,255,1987,24,5,5,8
229,25504,255,1991,28,5,5,7
230,25505,255,1997,35,5,5,4
231,25601,256,1980,18,6,55,7
232,25602,256,2001,39,6,100,3
233,25801,258,1980,22,6,55,3
234,25802,258,1981,23,6,55,4
235,25803,258,1984,26,6,5,3
236,26201,262,1985,24,5,1,5
237,26202,262,1992,32,5,1,
238,26501,265,1990,28,7,0,7
239,26502,265,1992,29,7,0,9
240,26503,265,1993,31,7,0,6
241,26504,265,1996,34,7,0,2
242,27201,272,1984,27,7,0,7
243,27202,272,1986,29,7,0,9
244,27203,272,1989,32,7,5,4
245,27204,272,1994,37,7,0,2
246,27501,275,1991,28,6,55,5
247,27502,275,1993,30,6,5,4
248,27801,278,1987,26,6,5,5
249,27802,278,1991,31,6,0,4
250,27803,278,1994,34,6,0,3
251,27804,278,2003,42,6,0,
252,28201,282,1991,28,7,55,7
253,28202,282,1994,30,7,55,7
254,28501,285,1977,16,5,5,5
255,28502,285,1981,20,5,5,3
256,28503,285,1985,24,5,5,2
257,28701,287,1981,22,5,0,4
258,28702,287,1991,32,5,0,2
259,28801,288,1979,18,5,5,5
260,28802,288,1986,24,5,55,3
261,28803,288,1993,31,5,5,3
262,28804,288,1999,37,5,55,3
263,28805,288,2000,38,5,55,2
264,28806,288,2000,38,5,55,2
265,28901,289,1981,19,5,5,5
266,28902,289,1985,23,5,55,3
267,29001,290,1979,19,4,5,3
268,29002,290,1983,23,4,5,7
269,29201,292,1990,32,10,5,5
270,29202,292,1991,34,10,55,2
271,29301,293,1985,26,6,0,5
272,29302,293,1988,28,6,0,3
273,29401,294,1983,22,5,0,7
274,29402,294,1987,25,5,0,
275,29403,294,1990,29,5,0,
276,29701,297,1978,21,5,55,2
277,29702,297,1993,35,5,55,3
278,29801,298,1989,25,6,0,4
279,29802,298,1996,32,6,0,
280,30501,305,1980,17,5,0,
281,30502,305,1983,21,5,55,
282,31201,312,1983,20,7,5,2
283,31202,312,1985,23,7,5,5
284,31401,314,1981,22,6,,5
285,31402,314,1983,25,6,0,5
286,31403,314,1985,26,6,0,
287,31404,314,1986,27,6,0,4
288,31405,314,1988,29,6,0,3
289,32101,321,1989,31,7,0,5
290,32102,321,1991,33,7,0,5
291,32103,321,1994,36,7,0,
292,32201,322,1988,30,7,5,5
293,32202,322,1990,31,7,1,5
294,32203,322,1991,33,7,0,7
295,33301,333,1980,23,5,5,5
296,33302,333,1988,31,5,0,5
297,33501,335,1989,32,7,5,4
298,33801,338,1980,20,6,0,3
299,33802,338,1986,26,6,1,
300,33901,339,1981,20,4,5,1
301,34001,340,1981,19,6,5,3
302,34002,340,1983,20,6,0,3
303,34003,340,1988,25,6,0,3
304,34301,343,1978,19,6,0,5
305,34401,344,1990,30,8,0,2
306,34402,344,1991,31,8,0,7
307,34501,345,1988,24,7,55,
308,34701,347,1989,26,9,0,7
309,34702,347,1990,27,9,0,5
310,35401,354,1989,32,5,0,4
311,35402,354,1995,38,5,0,5
312,36501,365,1987,25,6,0,
313,36502,365,1989,27,6,0,
314,36503,365,1991,30,6,0,
315,36504,365,1995,33,6,0,
316,36505,365,1995,33,6,0,
317,36901,369,1991,32,7,0,7
318,36902,369,1994,35,7,0,5
319,37101,371,1986,27,6,0,3
320,37102,371,1989,29,6,0,
321,37103,371,1990,30,6,0,5
322,37301,373,1981,22,5,55,5
323,37302,373,1983,24,5,5,3
324,37401,374,1980,19,5,0,5
325,37402,374,1983,21,5,0,5
326,37403,374,1984,23,5,0,3
327,37901,379,1983,19,3,5,2
328,37902,379,1985,21,3,5,2
329,37903,379,1986,22,3,5,2
330,38201,382,1976,16,6,55,3
331,38202,382,1983,23,6,55,4
332,38501,385,1986,24,5,0,3
333,38502,385,1987,26,5,0,3
334,38503,385,1997,36,5,0,3
335,38801,388,1987,24,6,1,5
336,38802,388,1990,27,6,1,4
337,38803,388,1997,34,6,0,3
338,38901,389,1983,25,5,0,4
339,38902,389,1987,30,5,0,
340,39001,390,1979,17,4,5,5
341,39002,390,1989,28,4,5,5
342,39003,390,1991,29,4,5,3
343,39004,390,1999,37,4,55,2
344,39101,391,1982,18,5,55,2
345,39102,391,1985,21,5,55,5
346,39103,391,1992,28,5,5,4
347,39501,395,1984,21,6,5,4
348,39502,395,1986,23,6,5,5
349,39701,397,1976,16,4,5,4
350,39702,397,1982,23,4,5,4
351,39703,397,1991,32,4,5,2
352,39704,397,1998,38,4,55,2
353,39901,399,1984,27,9,55,3
354,40001,400,1990,28,7,55,5
355,40101,401,1982,20,5,0,4
356,40102,401,1988,26,5,1,5
357,40201,402,1981,23,5,55,2
358,40202,402,1985,27,5,55,5
359,40203,402,1993,35,5,5,3
360,40501,405,1991,32,6,0,4
361,40502,405,1993,33,6,0,4
362,40503,405,1995,35,6,0,2
363,40701,407,1994,31,9,0,5
364,40702,407,1996,33,9,0,5
365,41401,414,1986,22,6,0,7
366,41402,414,1989,25,6,0,5
367,41601,416,1984,26,10,0,5
368,41602,416,1986,29,10,0,5
369,41603,416,1989,31,10,0,7
370,41604,416,1992,34,10,0,5
371,41801,418,1988,24,6,0,3
372,42301,423,1995,34,10,0,5
373,42302,423,1997,37,10,55,5
374,42501,425,1976,18,6,5,4
375,42502,425,1978,21,6,55,4
376,42503,425,1981,24,6,55,5
377,42504,425,1991,34,6,5,4
378,42505,425,1995,37,6,5,4
379,42701,427,1980,22,6,0,3
380,42801,428,1982,24,6,0,5
381,42802,428,1984,26,6,0,4
382,43101,431,1987,27,6,,2
383,43102,431,1989,29,6,55,4
384,43103,431,1990,30,6,55,5
385,43701,437,1981,23,5,0,4
386,43702,437,1984,26,5,0,5
387,43703,437,1987,29,5,1,4
388,43801,438,1987,24,6,5,5
389,43901,439,1994,33,7,1,5
390,43902,439,1996,35,7,5,4
391,44201,442,1975,18,6,0,4
392,44202,442,1979,21,6,0,5
393,44203,442,1982,25,6,0,5
394,44401,444,1990,28,7,0,7
395,44402,444,1993,31,7,0,5
396,44601,446,1981,22,5,0,2
397,44602,446,1984,25,5,0,3
398,44901,449,1996,36,5,0,5
399,44902,449,2002,42,5,0,3
400,45201,452,1994,29,9,5,5
401,45202,452,1997,33,9,0,5
402,45501,455,1989,30,10,0,7
403,45502,455,1992,32,10,0,7
404,45801,458,1993,31,10,0,5
405,45901,459,1991,27,10,0,7
406,45902,459,1992,29,10,5,5
407,45903,459,1995,32,10,0,5
408,46201,462,1995,35,9,0,5
409,46501,465,1984,20,5,55,2
410,46701,467,1985,24,7,0,5
411,46702,467,1990,29,7,0,4
412,47101,471,1979,20,5,0,4
413,47102,471,1981,22,5,0,2
414,47201,472,1998,35,4,5,5
415,47401,474,1989,28,5,5,2
416,47402,474,1991,30,5,5,2
417,47403,474,1997,36,5,5,2
418,47501,475,1993,29,5,55,3
419,47601,476,1990,26,5,0,4
420,47602,476,1992,28,5,0,4
421,47801,478,1975,15,5,5,3
422,47802,478,1978,18,5,5,3
423,48501,485,1980,17,5,0,
424,48502,485,1990,27,5,,4
425,48503,485,1991,29,5,0,4
426,49101,491,1974,14,5,0,
427,49102,491,1979,19,5,0,
428,49201,492,1989,28,5,0,9
429,49202,492,1991,30,5,0,5
430,49203,492,1994,33,5,0,5
431,49401,494,1985,27,6,0,
432,49402,494,1988,29,6,5,5
433,49501,495,1986,25,9,5,4
434,49502,495,1988,28,9,5,7
435,49901,499,1981,19,6,5,5
436,50101,501,1999,36,10,0,4
437,50102,501,2001,37,10,0,4
438,50301,503,1981,19,5,0,3
439,50302,503,1986,25,5,0,5
440,50303,503,1989,28,5,0,3
441,50401,504,1981,17,4,55,
442,50402,504,1989,25,4,5,4
443,50403,504,1996,32,4,5,3
444,50601,506,1992,31,7,55,4
445,50701,507,1985,23,6,0,2
446,50702,507,1987,25,6,0,4
447,51401,514,1986,23,5,55,4
448,51402,514,1990,27,5,55,4
449,51403,514,1992,28,5,55,3
450,51501,515,1987,22,7,0,
451,51502,515,1988,24,7,0,
452,51901,519,1989,25,5,5,4
453,52201,522,1978,16,6,5,3
454,52202,522,2000,37,6,55,4
455,52501,525,1994,34,6,0,4
456,52502,525,1998,38,6,0,
457,52801,528,1981,17,5,55,4
458,52802,528,1985,21,5,55,5
459,52901,529,1982,24,5,55,4
460,52902,529,1984,26,5,55,3
461,52903,529,1985,27,5,0,3
462,53001,530,1974,17,4,0,
463,53002,530,1975,18,4,0,2
464,53003,530,1977,20,4,0,5
465,53201,532,1975,17,5,55,
466,53202,532,1977,19,5,0,
467,53301,533,1993,33,6,0,4
468,53601,536,1985,25,4,5,5
469,53602,536,1990,29,4,0,3
470,54201,542,1983,21,5,0,3
471,54202,542,1987,25,5,0,6
472,54401,544,1989,28,5,5,3
473,54601,546,1981,17,4,100,5
474,54602,546,1989,25,4,55,5
475,54801,548,1982,20,5,5,5
476,54802,548,1986,23,5,5,5
477,54803,548,1990,27,5,5,3
478,54804,548,1997,35,5,0,3
479,55001,550,1980,21,5,5,7
480,55002,550,1983,24,5,5,5
481,55201,552,1985,24,7,0,5
482,55202,552,1987,27,7,0,5
483,55701,557,1988,28,8,0,5
484,55702,557,1990,30,8,0,5
485,55703,557,1991,32,8,0,5
486,55704,557,1994,34,8,0,4
487,55801,558,1991,28,10,0,5
488,55802,558,1992,30,10,0,5
489,55803,558,1995,32,10,0,5
490,56301,563,1979,21,6,0,5
491,56302,563,1982,23,6,0,5
492,56303,563,1991,33,6,0,5
493,56701,567,1993,30,6,5,3
494,56702,567,1995,32,6,5,5
495,56801,568,1991,29,5,5,5
496,57201,572,1986,25,5,0,
497,57401,574,1988,25,8,5,
498,57601,576,1990,29,9,5,5
499,57602,576,1992,31,9,5,5
500,57603,576,1994,32,9,5,5
501,57604,576,1998,36,9,0,3
502,57901,579,1988,25,6,0,5
503,57902,579,1992,29,6,0,5
504,58201,582,1986,27,7,55,5
505,58501,585,1979,16,4,5,3
506,58502,585,1980,17,4,5,2
507,58503,585,1983,19,4,5,4
508,58504,585,1989,26,4,5,1
509,58505,585,1991,28,4,,3
510,58801,588,1979,16,3,5,5
511,58802,588,1981,18,3,5,2
512,58803,588,1989,26,3,55,2
513,58804,588,1993,30,3,0,3
514,58901,589,1980,17,2,55,3
515,58902,589,1998,35,2,0,
516,59001,590,1978,16,6,55,3
517,59002,590,1979,17,6,55,3
518,59003,590,1981,19,6,5,1
519,59004,590,1983,21,6,5,3
520,59301,593,1973,15,6,0,
521,59302,593,1975,17,6,5,
522,60401,604,1983,21,6,5,4
523,60402,604,1990,28,6,0,4
524,60403,604,1993,30,6,100,5
525,60404,604,1995,33,6,0,4
526,60801,608,1986,26,7,0,4
527,60802,608,1990,30,7,,4
528,60803,608,1993,33,7,0,7
529,61101,611,1983,24,10,5,3
530,61102,611,1986,27,10,5,5
531,61401,614,1978,20,10,0,7
532,61402,614,1982,24,10,0,5
533,61501,615,1983,22,4,0,3
534,61502,615,1988,28,4,0,5
535,61801,618,1977,18,7,55,
536,61802,618,1980,21,7,55,4
537,61803,618,1991,31,7,5,3
538,61901,619,1975,17,6,5,5
539,61902,619,1978,20,6,5,5
540,61903,619,1980,22,6,55,7
541,61904,619,1982,24,6,5,4
542,61905,619,1985,27,6,5,2
543,61906,619,1988,30,6,5,5
544,62101,621,1987,26,5,55,2
545,62102,621,1989,29,5,55,2
546,62103,621,1994,33,5,55,3
547,62201,622,1989,24,6,5,5
548,62202,622,1996,32,6,1,5
549,62203,622,2004,40,6,0,1
550,62301,623,1979,18,6,55,5
551,62302,623,1983,22,6,55,4
552,62701,627,1976,19,5,55,3
553,62702,627,1979,22,5,55,2
554,62703,627,1989,32,5,55,2
555,62704,627,1990,33,5,55,
556,63201,632,1978,17,3,55,4
557,63202,632,1980,20,3,5,5
558,63203,632,1987,26,3,5,1
559,63401,634,1984,24,5,5,
560,63402,634,1987,27,5,0,
561,63403,634,1990,30,5,0,
562,63501,635,1979,22,5,0,5
563,63502,635,1982,25,5,5,5
564,64001,640,1985,22,5,5,7
565,64002,640,1989,26,5,0,4
566,64201,642,1988,25,5,0,3
567,64202,642,1989,26,5,0,3
568,64301,643,1994,30,5,,
569,64801,648,1984,20,6,55,4
570,65001,650,1992,31,7,55,2
571,65002,650,1994,33,7,55,
572,65401,654,1987,23,6,55,4
573,65601,656,1989,26,9,0,5
574,65602,656,1992,29,9,0,5
575,65701,657,1996,33,10,0,5
576,65702,657,1999,35,10,0,4
577,66001,660,1988,28,6,0,
578,66002,660,1990,30,6,0,
579,66003,660,1993,33,6,0,
580,66201,662,1989,26,5,5,3
581,66202,662,1991,28,5,0,3
582,66401,664,1988,28,9,55,5
583,66402,664,1993,33,9,0,5
584,66501,665,1999,35,8,0,4
585,66502,665,2001,36,8,0,3
586,66801,668,1983,19,6,55,7
587,66802,668,1988,23,6,5,
588,66803,668,1990,25,6,5,4
589,66804,668,1992,27,6,55,4
590,66805,668,2005,41,6,0,
591,67701,677,1985,23,6,55,4
592,67702,677,1989,27,6,55,4
593,67703,677,1991,28,6,55,4
594,67704,677,1991,28,6,5,5
595,68801,688,1986,23,6,5,4
596,68802,688,1989,27,6,5,4
597,68901,689,1986,22,6,5,4
598,68902,689,1992,28,6,55,4
599,68903,689,2001,37,6,0,3
600,69101,691,1984,23,6,0,
601,69102,691,1985,24,6,0,
602,69103,691,1989,28,6,0,
603,69201,692,1981,19,6,5,3
604,69202,692,1985,22,6,55,2
605,69401,694,1978,18,5,0,
606,69402,694,1980,21,5,0,
607,69403,694,1984,25,5,1,
608,69404,694,1986,26,5,1,
609,69601,696,1980,16,6,55,5
610,69801,698,1977,17,4,55,3
611,69802,698,1981,22,4,55,5
612,70301,703,1980,18,6,100,4
613,70302,703,1986,24,6,5,5
614,70303,703,1992,30,6,55,2
615,70401,704,1980,22,6,0,5
616,70402,704,1984,26,6,1,2
617,70601,706,1976,19,6,100,2
618,70602,706,1979,22,6,55,2
619,70603,706,1985,28,6,55,5
620,70604,706,1987,30,6,55,5
621,70605,706,1992,35,6,55,4
622,70801,708,1980,20,5,55,2
623,71201,712,1983,24,6,0,4
624,71202,712,1986,27,6,0,4
625,71301,713,1987,24,5,5,2
626,71302,713,1988,25,5,5,4
627,72001,720,1980,19,5,5,5
628,72002,720,1982,21,5,5,3
629,72101,721,1986,23,6,100,3
630,72102,721,1989,26,6,100,3
631,72401,724,1985,24,6,55,9
632,72402,724,1988,26,6,55,4
633,72601,726,1982,20,6,55,3
634,72602,726,1989,27,6,55,4
635,72603,726,1994,32,6,55,
636,73301,733,1985,21,6,,2
637,73302,733,1985,21,6,0,5
638,73303,733,1989,26,6,0,3
639,73304,733,1991,27,6,0,4
640,73601,736,1984,20,5,0,4
641,73602,736,1987,24,5,1,3
642,73901,739,1978,19,5,55,5
643,73902,739,1980,22,5,55,3
644,73903,739,1987,29,5,55,5
645,74001,740,1983,20,6,5,4
646,74301,743,1992,32,9,55,5
647,74302,743,1992,32,9,55,6
648,74401,744,1980,20,6,5,6
649,74402,744,2001,41,6,55,4
650,74601,746,1987,26,6,0,3
651,74602,746,1990,29,6,0,3
652,75201,752,1989,32,10,55,7
653,75202,752,1994,37,10,55,9
654,75501,755,1978,17,5,5,5
655,75502,755,1981,19,5,5,4
656,75503,755,1990,29,5,5,5
657,75601,756,1983,19,5,5,5
658,75602,756,1984,20,5,5,5
659,75603,756,1990,26,5,55,3
660,75604,756,1992,28,5,55,2
661,75605,756,2001,37,5,55,4
662,75701,757,1980,18,9,55,4
663,75702,757,1994,32,9,1,5
664,75801,758,1983,23,5,5,6
665,75901,759,1977,17,6,100,5
666,75902,759,1982,22,6,5,5
667,75903,759,1993,32,6,5,3
668,75904,759,1996,35,6,5,3
669,76101,761,1979,20,6,5,4
670,76102,761,1983,24,6,5,2
671,76103,761,1993,34,6,5,2
672,76401,764,1982,18,7,5,5
673,76402,764,1986,22,7,5,4
674,76403,764,1987,23,7,5,4
675,76404,764,1988,25,7,5,5
676,76405,764,1991,27,7,5,5
677,76801,768,1979,17,6,0,2
678,76802,768,1987,25,6,55,4
679,76803,768,1989,27,6,5,4
680,76804,768,1993,31,6,5,3
681,77001,770,1980,19,5,5,5
682,77002,770,1983,21,5,5,2
683,77501,775,1985,26,7,0,5
684,77502,775,1986,28,7,0,5
685,77503,775,1986,28,7,0,5
686,77901,779,1988,24,6,55,5
687,78301,783,1981,17,,0,2
688,78501,785,1987,30,5,0,
689,78701,787,1986,25,5,0,
690,78801,788,1998,39,7,0,
691,78901,789,1981,22,5,0,5
692,79001,790,1991,27,5,5,2
693,79201,792,1982,22,7,55,5
694,79202,792,1985,24,7,55,5
695,79203,792,1989,28,7,55,5
696,79204,792,1997,37,7,55,5
697,80101,801,1981,21,10,5,7
698,80102,801,1984,24,10,5,5
699,80103,801,1987,28,10,5,4
700,80301,803,1981,18,5,55,4
701,80302,803,1987,24,5,55,2
702,80303,803,1989,27,5,55,3
703,80304,803,1996,33,5,0,3
704,80305,803,1998,36,5,0,3
705,80306,803,2001,38,5,0,3
706,80401,804,1986,21,6,5,3
707,80402,804,1987,23,6,5,3
708,80501,805,1994,36,4,0,
709,81001,810,1989,28,7,0,7
710,81101,811,1993,34,6,0,6
711,81201,812,1985,25,7,0,5
712,81202,812,1987,27,7,0,5
713,81203,812,1990,29,7,0,7
714,81204,812,1993,32,7,0,5
715,81401,814,1982,24,5,1,4
716,81402,814,1985,27,5,1,3
717,81601,816,1990,32,7,1,3
718,81602,816,1994,36,7,1,7
719,82001,820,1996,36,8,0,7
720,82401,824,1993,34,9,0,
721,82801,828,1990,28,6,5,5
722,82802,828,1991,30,6,5,4
723,82901,829,1988,31,10,5,3
724,82902,829,1993,35,10,5,3
725,83001,830,1979,19,5,5,3
726,83101,831,1984,21,5,5,4
727,83102,831,1987,24,5,5,5
728,83103,831,1992,29,5,55,4
729,83104,831,1998,35,5,1,
730,83401,834,1983,24,6,55,5
731,83402,834,1988,28,6,5,5
732,83403,834,1992,32,6,5,4
733,83501,835,1985,21,6,5,
734,83502,835,1986,22,6,0,5
735,83601,836,1979,18,6,5,4
736,83602,836,1988,27,6,1,2
737,83603,836,1991,30,6,55,4
738,83901,839,1993,33,7,0,4
739,84001,840,1977,18,4,5,
740,84002,840,1982,23,4,100,
741,84101,841,1981,22,5,0,4
742,84102,841,1986,27,5,0,3
743,84201,842,1978,18,4,5,5
744,84301,843,1982,19,5,5,4
745,84501,845,1976,15,5,5,3
746,84502,845,1979,18,5,0,
747,84503,845,1986,25,5,5,3
748,84801,848,1979,20,5,5,7
749,85201,852,1981,21,5,0,4
750,85401,854,1985,23,5,55,4
751,85402,854,1990,27,5,55,2
752,85403,854,1992,29,5,55,3
753,85404,854,1999,36,5,55,3
754,85501,855,1983,24,5,55,3
755,85502,855,1986,27,5,0,4
756,85601,856,1983,22,6,1,3
757,85602,856,1985,24,6,1,3
758,85603,856,1986,25,6,,2
759,86201,862,1978,19,4,,6
760,86202,862,1981,22,4,0,4
761,86601,866,1985,20,5,5,3
762,86602,866,1987,23,5,100,3
763,86603,866,1997,33,5,55,3
764,86701,867,1996,31,5,55,
765,86901,869,1990,28,5,0,
766,86902,869,1988,26,5,0,
767,87501,875,1991,33,5,5,4
768,87601,876,1989,30,6,0,5
769,87602,876,1992,33,6,0,5
770,87603,876,1995,36,6,0,5
771,87604,876,1998,39,6,0,4
772,87901,879,1994,29,10,55,7
773,87902,879,1997,32,10,55,3
774,88001,880,1982,25,10,0,5
775,88002,880,1984,27,10,0,7
776,88003,880,1986,29,10,55,7
777,88601,886,1996,36,9,0,5
778,88602,886,1999,39,9,0,4
779,88701,887,1987,26,10,0,8
780,88702,887,1990,29,10,0,5
781,88901,889,1979,21,6,0,4
782,88902,889,1984,25,6,0,3
783,89301,893,1984,25,5,0,5
784,89302,893,1986,27,5,0,4
785,89303,893,1991,31,5,0,5
786,89401,894,1981,19,5,55,
787,89402,894,1983,21,5,55,
788,89403,894,1985,24,5,55,
789,89501,895,1992,30,7,100,
790,89502,895,1996,34,7,0,
791,89601,896,1987,26,10,0,4
792,89602,896,1994,33,10,0,5
793,89801,898,1989,25,7,0,5
794,89802,898,1991,27,7,0,5
795,89803,898,1995,30,7,0,5
796,90001,900,1988,26,6,0,5
797,90002,900,1990,28,6,0,3
798,90003,900,1996,34,6,0,5
799,90004,900,1997,36,6,0,3
800,90401,904,1991,27,6,0,
801,90601,906,1995,30,10,5,5
802,90602,906,1996,32,10,5,3
803,90603,906,1998,33,10,5,4
804,91201,912,1984,26,9,0,5
805,91202,912,1987,29,9,0,5
806,91401,914,1991,30,5,0,5
807,91402,914,1993,31,5,0,5
808,91801,918,1987,24,5,55,5
809,92301,923,1983,22,5,55,4
810,92302,923,1987,26,5,55,4
811,92303,923,1989,27,5,55,4
812,92801,928,1981,20,7,5,5
813,92802,928,1984,23,7,5,5
814,93001,930,1976,17,7,5,
815,93002,930,1976,17,7,5,
816,93003,930,1979,20,7,5,2
817,93004,930,1981,22,7,5,2
818,93201,932,1977,18,5,5,4
819,93202,932,1980,20,5,100,4
820,93203,932,1989,29,5,55,5
821,93501,935,1984,26,5,0,5
822,93502,935,1985,27,5,0,5
823,93503,935,1988,30,5,0,3
824,93601,936,1986,25,7,0,4
825,93602,936,1989,28,7,0,5
826,93603,936,1992,31,7,0,7
827,93901,939,1979,20,5,5,3
828,93902,939,1981,22,5,5,3
829,93903,939,1984,26,5,5,2
830,93904,939,1986,27,5,5,2
831,94001,940,1982,22,5,55,5
832,94002,940,1984,24,5,55,5
833,94201,942,1988,27,5,5,4
834,94202,942,1991,30,5,5,5
835,94901,949,1983,20,5,55,5
836,94902,949,1984,21,5,55,4
837,95001,950,1995,30,5,5,3
838,95201,952,1982,18,6,55,4
839,95301,953,1978,19,5,5,2
840,95302,953,1984,25,5,100,2
841,95401,954,1998,37,7,0,4
842,95402,954,2000,40,7,55,4
843,96201,962,1983,21,9,55,5
844,96202,962,1984,23,9,55,
845,96203,962,1987,25,9,55,2
846,96401,964,1991,26,5,55,
847,96601,966,1997,35,5,55,4
848,96602,966,2001,39,5,55,
849,96701,967,1991,28,6,0,4
850,96702,967,1993,30,6,0,4
851,97101,971,1993,31,6,55,5
852,97102,971,1995,33,6,55,4
853,97401,974,1989,28,10,5,5
854,97402,974,1991,30,10,,5
855,97501,975,1982,17,5,5,3
856,97502,975,1985,20,5,0,2
857,97801,978,1984,25,7,0,5
858,97802,978,1987,27,7,0,7
859,97901,979,1981,21,5,0,3
860,97902,979,1984,25,5,5,4
861,98101,981,1986,26,5,5,4
862,98102,981,1989,29,5,5,5
863,98601,986,1981,17,7,5,5
864,98801,988,1975,15,6,55,
865,99201,992,1977,18,5,0,7
866,99202,992,1979,21,5,0,7
867,99203,992,1981,22,5,0,7
868,99501,995,1971,13,5,55,5
869,99502,995,1979,22,5,55,2
870,99801,998,1982,24,5,0,2
871,99802,998,1987,29,5,0,4
872,99803,998,1989,31,5,0,4
873,99804,998,1995,37,5,0,
874,99805,998,1998,40,5,0,
875,99901,999,1984,21,10,5,5
876,99902,999,1986,23,10,5,5
877,100501,1005,1979,20,4,55,4
878,100502,1005,1981,21,4,55,4
879,100503,1005,1986,26,4,55,2
880,100504,1005,1988,28,4,55,2
881,100505,1005,1989,29,4,55,4
882,100801,1008,1976,17,5,0,
883,100901,1009,1976,19,6,5,5
884,101501,1015,1984,21,10,55,5
885,101502,1015,1986,24,10,55,5
886,101503,1015,1991,28,10,5,7
887,101504,1015,1996,34,10,55,5
888,101601,1016,1995,35,5,0,
889,101701,1017,1989,27,7,0,5
890,101702,1017,1992,30,7,5,4
891,101801,1018,1992,27,7,0,
892,101802,1018,1995,30,7,0,
893,101901,1019,1999,34,8,0,4
894,101902,1019,2002,38,8,,2
895,101903,1019,2005,40,8,0,2
896,102401,1024,1991,28,9,5,7
897,102501,1025,1973,14,4,5,
898,102502,1025,1976,18,4,5,
899,102503,1025,1980,21,4,5,3
900,102504,1025,1982,23,4,5,5
901,102505,1025,1983,24,4,55,2
902,103001,1030,1979,20,4,55,2
903,103002,1030,1983,24,4,55,3
904,103003,1030,1987,28,4,55,2
905,103004,1030,1996,38,4,55,3
906,103301,1033,1985,21,4,5,3
907,103302,1033,1989,25,4,5,1
908,103303,1033,1993,29,4,100,
909,103304,1033,2005,41,4,55,2
910,103401,1034,1973,15,3,100,2
911,103402,1034,1976,18,3,5,3
912,103403,1034,1978,21,3,5,2
913,103501,1035,1984,20,5,100,4
914,103502,1035,1985,21,5,55,2
915,103601,1036,1996,33,5,55,3
916,103801,1038,1991,26,6,0,3
917,103802,1038,1994,29,6,0,5
918,103901,1039,1988,28,7,5,3
919,104001,1040,1985,25,5,5,2
920,104801,1048,1977,19,5,1,9
921,104802,1048,1980,22,5,0,5
922,104901,1049,1992,30,9,0,7
923,104902,1049,1999,36,9,0,4
924,104903,1049,1999,36,9,,4
925,105001,1050,2002,41,7,0,2
926,105601,1056,1980,20,5,5,5
927,105602,1056,1984,24,5,100,5
928,105603,1056,1991,32,5,5,3
929,105701,1057,1973,16,4,55,2
930,105702,1057,1976,19,4,5,4
931,105703,1057,1978,21,4,55,5
932,105704,1057,1980,22,4,5,4
933,106301,1063,1978,17,5,5,4
934,106302,1063,1983,23,5,5,5
935,106501,1065,1984,26,5,0,8
936,106502,1065,1988,29,5,55,5
937,106503,1065,1991,32,5,0,5
938,106901,1069,1982,24,4,55,3
939,106902,1069,1985,27,4,55,2
940,107001,1070,1975,16,5,100,2
941,107002,1070,1981,22,5,5,2
942,107003,1070,1982,23,5,5,3
943,107101,1071,1979,17,5,0,5
944,107102,1071,1984,21,5,0,3
945,107103,1071,1985,23,5,0,4
946,107401,1074,1992,30,6,5,
947,107601,1076,1982,17,6,55,6
948,107701,1077,1976,16,4,55,2
949,107702,1077,1977,17,4,55,2
950,107703,1077,1990,29,4,5,4
951,107901,1079,1980,19,6,55,3
952,108001,1080,1987,23,5,0,5
953,108002,1080,1990,26,5,0,5
954,108003,1080,1993,29,5,0,3
955,108201,1082,1991,28,7,0,7
956,108202,1082,1994,31,7,0,4
957,108301,1083,1984,24,6,0,5
958,108302,1083,1987,27,6,5,4
959,108601,1086,2001,39,9,1,
960,108701,1087,1997,34,10,0,5
961,108702,1087,2000,37,10,0,4
962,108703,1087,2003,39,10,5,2
963,108704,1087,2007,44,10,0,1
964,108705,1087,2009,46,10,0,
965,108801,1088,1987,27,9,0,4
966,108802,1088,1989,29,9,0,4
967,108803,1088,1991,30,9,0,2
968,108804,1088,1993,33,9,5,5
969,108805,1088,1998,37,9,0,5
970,108806,1088,2003,43,9,0,2
971,109001,1090,1980,16,4,5,5
972,109002,1090,1982,18,4,100,4
973,109003,1090,1990,25,4,55,3
974,109301,1093,1993,32,7,0,
975,109302,1093,1994,33,7,0,
976,109303,1093,1997,36,7,1,
977,110101,1101,1985,28,10,5,7
978,110102,1101,1988,31,10,5,9
979,110301,1103,1993,35,7,0,4
980,110401,1104,1991,32,6,5,5
981,110801,1108,1987,29,4,0,5
982,110802,1108,1991,33,4,0,3
983,111001,1110,1995,32,5,0,2
984,111101,1111,1976,19,5,5,3
985,111102,1111,1985,28,5,0,5
986,111201,1112,1984,20,5,0,3
987,111202,1112,1986,21,5,0,7
988,111601,1116,1988,26,6,5,4
989,111602,1116,1998,36,6,5,5
990,111701,1117,1990,27,6,,
991,111702,1117,1993,30,6,,5
992,111703,1117,2000,38,6,,4
993,111801,1118,1985,22,5,5,5
