"C0000100","C0000200","C0005700","C0007000","C0053500","C0054100","C0055100","C0057500","C0058100","C0058700","C0059300","C0059900","C0060500","C0061100","C0061106","C0061112","C0061114","C0061116","C0061118","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C3602400","C3982400","C5526200","C5802500"
9801,98,1987,30,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9802,98,1990,33,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9803,98,1994,37,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9901,99,1987,29,14,14,-7,14,-7,-7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
9902,99,1993,35,14,14,-7,14,-7,-7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
10001,100,1985,21,8,9,9,9,9,-7,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13
10002,100,1991,27,8,9,9,9,9,-7,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13
10003,100,1993,29,8,9,9,9,9,-7,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13
10201,102,1992,27,8,9,10,11,12,13,14,15,16,15,16,16,16,16,16,16,16,16,-7,16,16,16,16,16,16,16
11101,111,1982,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11102,111,1983,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11103,111,1987,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11201,112,1982,18,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,11,11,11,11,11,12,12
11202,112,1997,33,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,11,11,11,11,11,12,12
11501,115,1993,32,12,12,13,14,15,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16
11502,115,1994,33,12,12,13,14,15,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16
11503,115,1996,35,12,12,13,14,15,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16
11504,115,1997,36,12,12,13,14,15,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16
11801,118,1981,20,9,9,9,9,9,9,9,9,-7,-7,9,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7
11802,118,1991,29,9,9,9,9,9,9,9,9,-7,-7,9,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7
12101,121,1992,28,8,9,10,11,12,13,14,15,15,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16
12401,124,1988,27,10,11,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12402,124,1990,28,10,11,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12801,128,1982,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,-7,12,12,12,13,13
12802,128,1986,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,-7,12,12,12,13,13
13301,133,1992,29,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,14,14
13701,137,1988,26,11,12,13,14,14,15,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
13702,137,1991,29,11,12,13,14,14,15,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
13801,138,1989,26,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
13802,138,1991,28,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
13803,138,1993,30,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
14001,140,1993,34,14,15,16,16,16,16,16,16,16,18,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18
14301,143,1985,24,11,12,12,12,12,12,12,12,-7,-7,-7,-7,12,12,12,12,12,12,-7,-7,13,15,16,16,-7,-7
14302,143,1988,26,11,12,12,12,12,12,12,12,-7,-7,-7,-7,12,12,12,12,12,12,-7,-7,13,15,16,16,-7,-7
14303,143,1990,29,11,12,12,12,12,12,12,12,-7,-7,-7,-7,12,12,12,12,12,12,-7,-7,13,15,16,16,-7,-7
14304,143,1990,29,11,12,12,12,12,12,12,12,-7,-7,-7,-7,12,12,12,12,12,12,-7,-7,13,15,16,16,-7,-7
14401,144,1992,28,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12
14402,144,1994,30,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12
14403,144,1997,32,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12
14701,147,1987,26,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12
14702,147,1990,28,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12
14901,149,1991,27,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14902,149,1993,29,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
15301,153,1985,22,9,-7,-7,-7,-7,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
15302,153,1986,23,9,-7,-7,-7,-7,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
15701,157,1985,22,10,11,12,13,14,14,14,14,14,14,14,14,14,15,14,15,-7,15,-7,18,-7,-7,19,20,20,20
15702,157,1987,25,10,11,12,13,14,14,14,14,14,14,14,14,14,15,14,15,-7,15,-7,18,-7,-7,19,20,20,20
15801,158,1985,26,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,18,-7,18,18
15802,158,1988,30,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,18,-7,18,18
15901,159,1985,25,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7
15902,159,1987,27,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7
15903,159,1990,29,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7
15904,159,1993,32,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7
15905,159,1993,32,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7
16001,160,1990,30,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
16101,161,1994,33,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
16102,161,1996,35,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
16501,165,1988,27,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
16502,165,1992,31,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
16503,165,1998,37,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
16701,167,1985,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7
16702,167,1987,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7
17201,172,1993,35,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9
17401,174,1985,25,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13
17402,174,1990,29,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13
17501,175,1982,24,13,-7,14,14,14,14,14,14,-7,-7,14,14,14,14,14,14,14,-7,-7,-7,-7,-7,13,95,14,14
17502,175,1983,26,13,-7,14,14,14,14,14,14,-7,-7,14,14,14,14,14,14,14,-7,-7,-7,-7,-7,13,95,14,14
17503,175,1986,28,13,-7,14,14,14,14,14,14,-7,-7,14,14,14,14,14,14,14,-7,-7,-7,-7,-7,13,95,14,14
17504,175,1992,34,13,-7,14,14,14,14,14,14,-7,-7,14,14,14,14,14,14,14,-7,-7,-7,-7,-7,13,95,14,14
17901,179,1981,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
17902,179,1983,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
18001,180,1978,21,14,14,14,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,-7,-7,-7,-7,16
18002,180,1982,24,14,14,14,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,-7,-7,-7,-7,16
18003,180,1984,27,14,14,14,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,-7,-7,-7,-7,16
18301,183,1984,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7
18302,183,1987,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7
18303,183,1991,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7
18401,184,1999,38,12,12,12,12,13,13,13,13,13,13,13,13,13,15,16,16,16,16,16,16,16,16,16,16,16,16
18601,186,1991,31,13,14,15,16,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,14,14,14
18801,188,1985,26,10,10,10,10,10,10,-7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10
19001,190,1995,33,10,11,12,13,15,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
19201,192,1991,27,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
19202,192,1994,31,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
19203,192,1998,35,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
19701,197,1989,27,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12
19702,197,1990,28,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12
20001,200,1983,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
20002,200,1987,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
20301,203,1986,28,13,13,13,13,13,13,-7,-7,-7,-7,-7,13,13,13,13,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20302,203,1990,32,13,13,13,13,13,13,-7,-7,-7,-7,-7,13,13,13,13,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20401,204,1975,18,11,11,-7,-7,11,-7,-7,-7,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,11,12,12
20402,204,1984,27,11,11,-7,-7,11,-7,-7,-7,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,11,12,12
20501,205,1978,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
20502,205,1981,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
20503,205,1986,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
20801,208,1975,17,10,10,10,10,10,10,10,10,-7,10,10,10,10,10,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
21101,211,1996,32,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
21102,211,1997,33,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
21103,211,1999,35,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
21104,211,2003,39,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
22101,221,1986,21,6,7,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
22102,221,1987,23,6,7,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
22103,221,1989,24,6,7,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
22104,221,1991,26,6,7,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
22401,224,1974,14,10,10,10,10,10,10,-7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12
22402,224,1977,17,10,10,10,10,10,10,-7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12
22403,224,1979,18,10,10,10,10,10,10,-7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12
22701,227,1975,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,12,12
22702,227,1977,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,12,12
22703,227,1985,27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,12,12
22704,227,1994,36,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,12,12
22801,228,1980,22,9,9,-7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
22802,228,1986,28,9,9,-7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
22803,228,1987,30,9,9,-7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
22804,228,1990,32,9,9,-7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
22901,229,1992,29,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12
23101,231,1990,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
23102,231,1993,35,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
23601,236,1988,26,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14
23602,236,1990,29,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14
23603,236,1995,33,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14
23701,237,1981,23,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12
23901,239,1980,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
23902,239,1983,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
23903,239,1984,23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
24001,240,1984,22,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24002,240,1986,24,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24201,242,1986,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12
24401,244,1975,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24402,244,1979,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24403,244,1991,34,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24501,245,1992,29,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
24502,245,1996,33,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
24503,245,1999,36,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
24901,249,1982,18,8,9,10,10,10,10,10,10,13,14,15,15,16,17,17,17,17,17,17,17,17,17,14,14,14,14
24902,249,1984,21,8,9,10,10,10,10,10,10,13,14,15,15,16,17,17,17,17,17,17,17,17,17,14,14,14,14
24903,249,1993,30,8,9,10,10,10,10,10,10,13,14,15,15,16,17,17,17,17,17,17,17,17,17,14,14,14,14
24904,249,2002,39,8,9,10,10,10,10,10,10,13,14,15,15,16,17,17,17,17,17,17,17,17,17,14,14,14,14
25001,250,1982,24,12,12,-7,-7,-7,-7,-7,-7,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25002,250,1986,27,12,12,-7,-7,-7,-7,-7,-7,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25201,252,1983,19,8,-7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25202,252,1991,27,8,-7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25401,254,1981,20,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25402,254,1982,21,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25403,254,1989,28,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25404,254,1994,32,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25405,254,1995,34,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25501,255,1983,21,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25502,255,1984,21,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25503,255,1987,24,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25504,255,1991,28,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25505,255,1997,35,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25601,256,1980,18,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13
25602,256,2001,39,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13
25801,258,1980,22,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
25802,258,1981,23,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
25803,258,1984,26,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
26201,262,1985,24,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
26202,262,1992,32,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
26501,265,1990,28,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,16
26502,265,1992,29,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,16
26503,265,1993,31,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,16
26504,265,1996,34,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,16
27201,272,1984,27,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
27202,272,1986,29,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
27203,272,1989,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
27204,272,1994,37,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
27501,275,1991,28,9,11,12,12,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14
27502,275,1993,30,9,11,12,12,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14
27801,278,1987,26,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-7,13,-7,-7
27802,278,1991,31,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-7,13,-7,-7
27803,278,1994,34,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-7,13,-7,-7
27804,278,2003,42,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-7,13,-7,-7
28201,282,1991,28,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
28202,282,1994,30,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
28501,285,1977,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,10,11
28502,285,1981,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,10,11
28503,285,1985,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,10,11
28701,287,1981,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7
28702,287,1991,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7
28801,288,1979,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28802,288,1986,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28803,288,1993,31,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28804,288,1999,37,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28805,288,2000,38,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28806,288,2000,38,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28901,289,1981,19,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28902,289,1985,23,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
29001,290,1979,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
29002,290,1983,23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
29201,292,1990,32,15,16,16,16,16,16,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20
29202,292,1991,34,15,16,16,16,16,16,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20
29301,293,1985,26,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13
29302,293,1988,28,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13
29401,294,1983,22,11,12,12,12,12,12,-7,-7,-7,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,12,12,12,12,12,12
29402,294,1987,25,11,12,12,12,12,12,-7,-7,-7,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,12,12,12,12,12,12
29403,294,1990,29,11,12,12,12,12,12,-7,-7,-7,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,12,12,12,12,12,12
29701,297,1978,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
29702,297,1993,35,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
29801,298,1989,25,7,8,9,10,11,12,12,12,12,12,-7,12,12,12,12,12,12,12,14,-7,-7,-7,-7,-7,-7,-7
29802,298,1996,32,7,8,9,10,11,12,12,12,12,12,-7,12,12,12,12,12,12,12,14,-7,-7,-7,-7,-7,-7,-7
30501,305,1980,17,10,11,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,12,12,12,12,12,12,12
30502,305,1983,21,10,11,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,12,12,12,12,12,12,12
31201,312,1983,20,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,16,16
31202,312,1985,23,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,16,16
31401,314,1981,22,12,-7,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,-7,-7,14,-7
31402,314,1983,25,12,-7,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,-7,-7,14,-7
31403,314,1985,26,12,-7,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,-7,-7,14,-7
31404,314,1986,27,12,-7,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,-7,-7,14,-7
31405,314,1988,29,12,-7,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,-7,-7,14,-7
32101,321,1989,31,13,14,12,13,13,14,15,16,16,16,16,16,16,16,16,16,16,-7,16,16,16,16,-7,-7,-7,-7
32102,321,1991,33,13,14,12,13,13,14,15,16,16,16,16,16,16,16,16,16,16,-7,16,16,16,16,-7,-7,-7,-7
32103,321,1994,36,13,14,12,13,13,14,15,16,16,16,16,16,16,16,16,16,16,-7,16,16,16,16,-7,-7,-7,-7
32201,322,1988,30,13,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,14,12,13,15,-7,-7,16,16,-7
