R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
12191,25,23,6,5,4,1,18,1,0,0,7.163,2,0,,,0,0,0,1,3,1,5,5,0.666666667,,,53483.20899,60091.07819,56889.79573,69487.5789,71221.67154,54732.80622,54575.09706,52706.31857,51724.5617,47977.0077,51628.95356,52769.54826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12192,27,26,4,5,4,,,1,0,0,,,1,28,28,,0,1,1,1,1,0,,0.333333333,13370.80225,21031.87737,10248.10134,,,2846.105924,,,13925.84354,24948.044,29502.25918,22866.80425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12193,32,,,,6,2,14,1,0,0,10.672,2,1,22,22,6,0,0,1,3,,5,4,1,5875.070466,3502.899598,2099.042195,6466.659855,9947.031097,1199.425193,8297.510393,6156.447297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12194,,28,,2,5,0,,1,0,0,29.438,3,1,20,20,0,0,0,1,3,1,3,0,0.666666667,,18027.32346,10584.14804,14389.1449,15817.49741,19703.81024,18891.37975,24325.99318,23872.87463,15352.64246,,17589.84942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12195,30,28,5,5,7,1,18,1,0,0,73.69,1,1,29,29,1,0,0,1,3,1,2,0,1,,,,6351.131068,2145.251491,1873.394203,959.2763265,302.7920932,2053.574889,2300.550245,2037.301929,1989.406219,1919.080308,2028.280318,1802.959566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12196,23,24,5,5,5,1,18,1,0,0,5.764,2,1,25,25,,0,1,1,1,1,7,3,0.666666667,8134.712952,13135.87349,20360.70929,31421.07453,28846.39018,19190.80308,14751.12959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12197,24,25,5,5,5,,,1,0,0,47.599,2,0,,,,0,1,,1,1,7,3,0.333333333,6685.401124,12018.21564,3175.244413,,677.892746,,6297.126584,14190.16269,13925.84354,9595.40154,20282.80318,22866.80425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12198,44,27,5,5,5,0,9,1,0,0,82.454,2,0,,,,0,1,,1,3,4,0,0.666666667,3605.464691,1587.622206,9592.763265,11298.21243,13135.87349,9445.689876,16217.32879,29841.09329,27250.94037,32268.09597,18483.41377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12199,,,2,5,5,,,1,0,0,28.047,0,1,27,27,,0,1,,1,1,3,1,1,1719.924057,5995.477041,11750.14093,5473.280622,16792.33756,18244.49489,35809.31195,34543.44555,38721.71517,38697.66873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12200,18,21,,5,5,0,2,1,0,0,31.088,0,1,29,29,,0,1,,3,,2,2,1,5558.424733,1323.018505,,8270.291502,18171.29167,22039.94304,22704.26031,37599.77754,39533.05435,47941.17116,40456.65367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12201,26,21,,5,5,0,2,1,0,0,7.309,2,0,,,0,0,0,,2,,2,2,,1630.769755,13557.85492,14011.59839,14693.29536,24325.99318,29045.3308,30705.28493,38721.71517,43974.62355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12202,51,37,2,4,5,1,18,1,0,0,1.249,0,0,,,,0,1,1,1,3,6,1,0.333333333,,11699.45197,,,28538.47071,29375.35233,24082.43474,25188.50634,24325.99318,29841.09329,28786.20462,36877.82397,47492.59344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12203,50,37,2,4,5,1,18,1,0,0,13.645,,0,,,,0,1,1,1,3,4,0,1,13036.53219,,43659.61067,47963.81633,48582.31347,54732.80622,58773.18145,58787.81686,55703.37414,61410.56986,66380.08315,63323.45792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12204,,24,,1,4,0,8,1,0,0,21.064,3,1,21,21,,1,1,,1,,5,4,0,70.1967118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12205,,18,,1,1,2,2,0,0,1,2.676,3,1,30,30,,0,,,1,,5,5,0,6685.401124,10816.39407,6879.696227,19185.52653,7908.748704,13135.87349,12594.25317,42570.48807,45756.34304,32624.36524,47941.17116,61564.47297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12206,35,35,6,7,9,,17,1,0,0,96.461,2,1,27,27,,0,1,1,,1,2,1,1,,2627.174699,,,,,,3155.618986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12207,,22,1,5,5,2,1,1,0,0,38.144,2,1,19,19,0,0,1,1,2,1,4,4,1,69487.5789,18077.13989,28461.05924,20990.42195,26353.15928,23872.87463,32624.36524,40565.60637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12208,34,22,1,5,8,,,1,0,0,33.337,2,1,21,21,0,0,1,1,1,1,4,3,0.666666667,3342.700562,12919.58181,2646.037011,479.6381633,15139.60466,17514.49799,16792.33756,16217.32879,11936.43732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12209,35,23,1,5,5,1,18,1,0,0,17.279,2,0,,,0,0,1,1,1,1,4,3,0.666666667,,,4067.356476,13135.87349,4366.007765,8108.664395,1989.406219,6448.109835,4609.727996,10553.90965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12210,38,26,1,5,5,1,18,1,0,0,32.171,1,1,24,24,0,0,1,1,1,1,4,3,0.666666667,,15365.56891,32042.77408,30862.21739,34165.85743,159.1524975,11514.48185,1843.891199,5628.751815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12211,29,38,5,5,5,0,15,1,0,0,27.607,1,0,,,0,0,1,1,3,1,4,0,0.333333333,320.8992539,1802.732346,,215.8371735,2711.570984,4378.624498,,1216.299659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12212,25,27,5,5,4,1,18,1,0,0,1.118,3,1,28,28,,0,1,1,3,1,4,0,0,13190.04949,18077.13989,22112.05371,20990.42195,12702.22277,21883.46841,21109.88339,5033.822972,7915.43224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12213,,16,,4,5,1,18,1,0,0,,2,1,21,21,,0,0,1,3,1,1,0,0.333333333,1918.552653,,4707.021335,1049.521097,,,9595.40154,7375.564794,3517.969884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12214,31,24,5,4,6,,,1,0,0,9.007,3,1,24,24,0,0,0,1,2,1,4,1,0.666666667,,,32758.46551,33050.093,15876.22206,35972.86225,20336.78238,16419.84187,46178.92828,52706.31857,29841.09329,36462.52585,33190.04157,33420.7139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12215,34,35,0,0,6,,,1,0,0,30.682,2,1,20,20,0,1,0,1,3,1,6,1,1,,1352.049259,1058.414804,,,3721.830823,12594.25317,13125.90049,25862.28085,24948.044,26736.42238,27088.36811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12216,45,44,7,5,6,1,18,1,0,0,,2,1,22,22,0,1,0,1,1,3,4,0,1,,,4138.263296,,10584.14804,24701.36541,,6567.936747,,,,1600.512977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12217,24,22,1,1,4,1,18,1,0,0,7.044,1,1,35,35,0,1,0,1,3,1,6,5,1,,,600.9107819,1323.018505,6112.988391,1581.749741,1094.656124,465.9873672,,,1113.066579,10694.56895,13720.08255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12218,20,20,1,1,5,1,18,1,0,0,10.266,2,1,19,19,,1,0,1,3,1,6,5,0.666666667,1918.552653,6778.92746,7881.524096,,4338.135451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12219,40,43,,6,4,0,,1,0,0,16.461,4,0,,,,0,0,,3,,5,0,0.666666667,,,6685.401124,,,,,,,,20888.7653,24948.044,28580.31358,28143.75907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12220,27,22,5,5,5,1,18,1,0,0,,2,1,20,20,,0,0,0,2,2,0,,0.333333333,10028.10169,9013.661729,21168.29608,23981.90816,20336.78238,39407.62048,23089.46414,12162.99659,7957.624877,15352.64246,23970.58558,21107.81931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12221,47,34,1,,5,0,17,0,1,0,39.841,4,1,24,24,,0,1,1,1,3,7,0,0,11990.95408,15817.49741,21161.8922,8396.168779,,,,2765.836798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12222,28,28,4,2,4,0,17,1,0,0,0.206,3,1,33,33,0,0,1,,3,,3,3,0.333333333,2403.643128,,17746.61204,18077.13989,19703.81024,16792.33756,28380.32538,,28786.20462,24892.53118,27897.50118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12223,,26,,1,5,0,,1,0,0,1.756,2,1,28,28,,0,1,,3,,3,2,0,3259.133048,3004.55391,10584.14804,,12337.64798,,,10845.33863,5769.278036,,,3218.942444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12224,,31,,1,7,0,,1,0,0,20.195,0,1,23,23,,0,1,,3,,3,2,0.333333333,,2711.570984,,2308.946414,1621.732879,29841.09329,,3687.782397,15830.86448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12225,21,20,5,5,6,1,18,0,1,0,67.812,2,1,19,19,,0,1,1,1,1,1,1,0.666666667,5014.050843,3905.920082,1323.018505,,,,15742.81646,10541.26371,15915.24975,13433.56216,14751.12959,10553.90965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12226,21,19,4,4,5,1,18,1,0,0,9.787,2,1,19,19,,0,1,1,1,1,3,3,0,,,21393.2836,21031.87737,18786.86278,21343.89827,19206.96114,24082.43474,21515.1825,18244.49489,17904.65597,19190.80308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12227,21,21,1,2,5,1,18,1,0,0,50.461,2,1,19,19,,0,1,1,1,1,4,4,0,,,,167.1350281,1502.276955,5292.074021,5515.838878,4519.284974,7662.592871,12594.25317,20271.66099,9947.031097,9595.40154,17516.96639,5276.954826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12228,22,22,1,2,5,1,18,1,0,0,41.791,2,1,16,16,0,0,1,1,1,1,4,4,0,,,,,,,,,,,,1790.465597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12229,34,,7,7,6,,,1,0,0,60.275,2,0,,,0,0,1,,3,1,1,1,0.666666667,,,,,,,,,,,935.0209231,,127.2284927,1407.187954,8010.712928,640.4371291,764.5799216,,,,,20376.90271,,26181.05958,,,,,,,,11568.35412,,,,21326.74834,,20592.72433,,33119.97872,,13343.82368,,4264.603445,,0,0,0,0,0
12230,23,24,5,5,5,1,18,0,0,1,28.374,2,0,,,0,0,1,1,1,1,3,3,1,,,,,,,,6811.278092,3978.812439,,,10553.90965,,,,,,,,,,18326.74171,,7758.375282,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12231,20,18,5,5,5,1,18,1,0,0,55.988,4,1,22,22,0,0,1,1,1,1,2,1,0.666666667,1640.542947,2563.665983,4519.284974,,,12162.99659,15915.24975,14393.10231,21204.74878,26384.77413,16688.98527,24016.39234,22377.94893,21848.06673,,21464.5029,,16301.52217,,15708.63575,,18472.3221,,18965.64258,,44662.5304,,42066.74225,,40656.01738,,38775.90607,,26208.92188,,36799.97636,,35583.52981,,22175.93791,,,,,,1,1,0,0,1
12232,29,25,2,4,5,0,16,0,0,1,46.774,1,1,16,16,,0,0,1,3,1,2,1,0.333333333,,7662.592871,9913.776286,12162.99659,25862.28085,23028.9637,16867.91668,3517.969884,16688.98527,3202.185645,24864.38769,,,,,24452.28325,,,,,,,,,,,,,,,,,,,,4447.941226,,16205.49309,,,,,,,,0,0,0,0,0
12233,28,24,4,4,5,0,16,1,0,0,21.676,1,1,16,16,0,0,0,1,2,1,3,2,0.666666667,4506.830864,5292.074021,3237.557602,6778.92746,14668.39207,26657.83587,28177.60877,33620.96511,33161.70772,36877.82397,40456.65367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12234,23,21,2,5,6,1,18,1,0,0,87.54,4,0,,,0,0,0,1,3,1,2,2,0.666666667,143.891449,1355.785492,492.595256,2099.042195,,7957.624877,,7375.564794,8794.924711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12235,24,23,2,5,6,1,18,1,0,0,69.833,5,0,,,0,0,0,1,3,1,7,4,1,,5014.050843,4506.830864,6879.696227,,,48164.86948,60872.22365,60814.98296,,74844.13201,71542.9785,130662.6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12236,26,26,2,1,4,1,18,1,0,0,24.358,2,1,19,19,,0,0,1,3,1,3,1,0.666666667,5998.565903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12237,41,29,,4,5,0,1,1,0,0,5.956,4,1,,,,0,1,,1,1,5,0,1,,5911.143072,10495.21097,2838.032538,3431.725728,16765.08557,16108.23351,14071.87954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12238,26,24,,2,5,2,9,1,0,0,9.74,2,1,19,19,0,0,1,,1,,2,1,0.666666667,,,,13370.80225,30045.5391,34398.48114,31176.48061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12239,30,28,2,2,5,2,5,1,0,0,28.147,2,1,18,18,0,0,1,,1,1,2,0,0.333333333,6009.107819,,7194.572449,30279.20932,13135.87349,23089.46414,12162.99659,31830.49951,30705.28493,9219.455993,35179.69884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12240,42,31,5,3,6,0,13,0,1,0,30.566,2,0,,,0,0,1,0,,3,0,,0,2259.642487,10946.56124,1679.233756,14175.97253,3978.812439,23028.9637,38721.71517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12241,,25,2,5,5,1,18,0,1,0,8.048,4,1,37,37,0,0,1,1,3,,5,0,0,,,,4345.510731,6910.473992,10949.30115,21024.93889,22553.49166,33496.47741,39241.59383,43987.47718,47745.74926,50855.62816,54763.5686,15654.96599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12242,35,24,3,2,5,0,16,1,0,0,3.373,2,1,16,16,0,0,1,0,1,3,5,3,0.666666667,2877.82898,11750.14093,13630.65806,20885.46984,24325.99318,,44138.84709,46097.27996,35179.69884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12243,,25,5,5,5,1,18,1,0,0,19.96,2,1,24,24,0,1,0,1,1,1,2,1,1,,,,,,,,1913.775617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12244,23,23,6,6,7,1,18,0,1,0,80.693,2,0,,,,0,0,1,3,1,4,3,1,,1203.372202,4957.513951,3376.343225,3477.376684,2598.58886,656.7936747,7346.647682,1275.087476,12135.37794,18615.07899,5531.673596,13255.71052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12245,24,30,7,7,6,1,18,0,1,0,76.2,0,0,,,,0,1,1,1,2,3,3,1,,615.0569034,3004.55391,198.4527758,479.6381633,225.9642487,437.8624498,377.8275951,,7957.624877,3339.199736,368.7782397,3482.790185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12246,43,34,7,6,9,1,18,0,1,0,59.725,0,0,,,0,0,0,1,3,1,3,0,0.666666667,,3342.700562,25538.70823,13230.18505,5995.477041,1581.749741,2189.312249,4458.365622,1240.625652,6167.15928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12247,41,34,1,2,5,1,18,1,0,0,21.713,2,1,23,23,0,0,1,0,3,3,2,1,0.666666667,13557.85492,21893.12249,12594.25317,26353.15928,,11514.48185,5531.673596,35082.95467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12248,43,38,2,2,6,1,18,1,0,0,40.419,3,1,24,24,0,0,0,0,3,3,2,0,0.666666667,28242.80675,39161.34776,69487.5789,45192.84974,52543.49397,54575.09706,56760.65076,67639.81146,65248.73047,75599.53914,66841.4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12249,24,25,5,5,7,0,16,1,0,0,90.374,2,1,26,26,2,0,1,1,1,1,1,1,1,4316.743469,2711.570984,3721.830823,5877.318145,6081.498296,10941.73421,44138.84709,23970.58558,71416.54764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12250,27,27,7,7,8,0,17,1,0,0,85.508,0,0,,,0,0,0,1,3,1,3,3,1,,,6685.401124,6009.107819,15876.22206,25660.64174,26889.74559,25614.95331,28756.87807,33448.24063,37599.77754,42219.76678,47388.0038,39401.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12251,25,22,6,5,8,1,18,1,0,0,91.376,3,1,23,23,0,0,0,1,1,1,6,4,1,,,1337.080225,,,,,,,,198.9406219,,,6406.223159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12252,33,29,7,5,9,1,18,1,0,0,91.791,3,1,24,24,0,0,0,1,3,1,4,4,0.666666667,26741.6045,33050.093,23814.3331,2230.317459,3615.427979,21358.9303,64020.78694,32434.65758,55703.37414,,3872.171517,10553.90965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12253,,39,3,3,5,,,1,0,0,,2,0,,,,0,0,,3,,2,0,0.666666667,969.3866268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12254,20,19,5,4,6,1,18,1,0,0,23.066,1,1,24,24,0,0,0,0,3,2,2,2,0,,2189.312249,2111.636448,,2984.109329,4989.608801,12538.46015,12312.89459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12255,29,25,5,6,6,0,8,1,0,0,56.305,4,1,39,39,,0,1,,1,,3,1,1,29106.40712,19185.52653,15817.49741,19703.81024,12594.25317,10135.83049,9947.031097,26867.12431,29502.25918,38697.66873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12256,21,15,2,5,9,0,6,1,0,0,24.827,7,1,26,26,,0,1,,1,3,2,2,0.333333333,2937.535233,26271.74699,1931.118819,1419.016269,,7676.321232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12257,20,20,,4,6,0,1,1,0,0,33.949,4,1,24,24,,0,1,,1,1,2,2,0.666666667,,7194.572449,4519.284974,10946.56124,2308.946414,8108.664395,6962.921768,2878.620462,9219.455993,14071.87954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12258,24,24,4,5,4,1,18,1,0,0,21.811,3,1,22,22,0,0,1,1,1,2,1,1,1,,,,,,5292.074021,5755.657959,11298.21243,14230.52962,6297.126584,9730.397274,45756.34304,28786.20462,5900.451835,4221.563861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12259,25,25,5,5,7,1,18,1,0,0,76.013,2,1,29,29,,0,0,1,3,2,2,2,1,17382.04292,13820.94798,21697.50349,33574.67143,71221.67154,80071.90619,82679.17301,58787.81686,73608.03011,55653.32893,62692.30075,61564.47297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12260,30,29,5,5,9,1,18,1,0,0,92.429,4,1,23,23,,0,1,1,3,2,3,3,1,7194.572449,7908.748704,21893.12249,20990.42195,28380.32538,28249.56831,29361.92871,47941.17116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12261,30,30,4,4,5,1,18,1,0,0,0.616,4,1,27,27,,0,0,1,3,,7,1,1,,,10791.85867,15817.49741,17514.49799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12262,,31,,4,5,0,16,1,0,0,52.047,0,0,,,,0,1,1,2,1,7,2,1,13370.80225,27040.98519,18522.25907,23502.27,14371.32622,30650.37148,20990.42195,36488.98978,35809.31195,44138.84709,46097.27996,40456.65367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12263,33,33,4,4,4,0,15,1,0,0,,2,1,20,20,3,0,1,,3,,7,1,1,,2403.643128,2638.0989,6415.160434,5556.460875,,2266.96557,1864.992811,23872.87463,,,8794.924711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12264,32,29,2,5,6,1,18,1,0,0,54.409,0,0,,,0,1,0,1,3,1,6,1,0.666666667,,,,18050.58303,22293.79001,13775.26868,24941.18449,23712.68826,28069.17234,18891.37975,26353.15928,19894.06219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12265,25,25,5,5,8,1,18,1,0,0,78.779,2,1,31,31,0,0,0,1,3,1,4,4,0.666666667,12018.21564,8467.318434,1438.91449,10168.39119,13135.87349,14693.29536,9122.247444,,26867.12431,33190.04157,36938.68378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12266,,38,5,5,3,2,1,1,0,0,42.157,2,1,20,20,,0,1,1,1,1,8,1,1,,16713.50281,10299.6108,21168.29608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12267,32,31,8,7,6,1,18,1,0,0,43.756,1,1,25,25,0,0,1,1,1,1,0,,0.666666667,2398.190816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12268,,21,2,5,6,3,,1,0,0,70.92,2,1,25,25,0,0,0,1,1,3,1,1,1,4011.240674,18027.32346,9255.837463,19185.52653,20336.78238,13135.87349,20329.22366,20271.66099,29841.09329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12269,,19,,4,6,2,14,0,0,0,39.412,2,1,36,36,1,0,1,,2,,4,3,0.333333333,10187.24249,8393.667857,13557.85492,13135.87349,14693.29536,20271.66099,25862.28085,24948.044,23970.58558,26384.77413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12270,,,5,7,7,,,1,0,0,80.602,2,0,,,0,0,0,1,3,1,4,,0.666666667,6685.401124,9013.661729,4762.866619,10072.40143,2033.678238,6567.936747,6297.126584,20271.66099,15915.24975,13433.56216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12271,33,35,7,6,8,,,1,0,0,99.003,2,0,,,0,0,0,1,3,1,2,0,1,10791.85867,10168.39119,17514.49799,16792.33756,19258.07794,19894.06219,17271.72277,18438.91199,18293.4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12272,28,25,7,7,6,1,18,1,0,0,83.31,1,1,25,25,0,0,0,1,2,1,2,1,1,,330.9273556,,2910.640712,6619.006653,,328.3968373,1725.412684,,,12474.022,11063.34719,,,,,,,,,1086.768145,,1309.052979,,14777.85768,,948.2821291,,,,3155.005669,,,,,,,,,,,,,,,0,0,0,0,0
12273,31,20,6,4,10,1,18,1,0,0,44.521,,1,23,23,0,1,0,1,3,3,2,1,0.666666667,,,2005.620337,,18522.25907,19185.52653,384.1392228,16419.84187,18891.37975,42570.48807,27851.68707,42219.76678,18438.91199,16886.25544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12274,31,25,10,7,10,1,18,1,0,0,74.048,2,1,22,22,,1,1,1,3,1,2,2,1,,10028.10169,,,,225.9642487,12041.21737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12275,27,28,9,7,7,1,18,1,0,0,95.608,2,1,24,24,,0,1,1,2,1,2,0,1,,,600.9107819,,,22144.49637,28461.05924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12276,37,33,4,5,5,1,18,1,0,0,63.209,2,1,30,30,,0,1,1,1,3,2,,1,,,,600.9107819,7938.111032,,11976.10518,32839.68373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12277,,27,,3,4,0,,1,0,0,26.916,0,1,27,27,,0,1,,2,,2,0,0.333333333,,,,,,21168.29608,44366.5301,42933.20725,42691.58885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12278,28,28,5,3,5,0,11,1,0,0,28.024,0,1,21,21,0,0,0,,1,2,2,1,0.333333333,,,,3342.700562,901.3661729,9261.129537,10791.85867,,17952.36044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12279,,,0,1,6,,,1,0,0,42.195,,0,,,,1,0,1,3,2,5,1,0.333333333,,,,14493.94964,,5292.074021,19185.52653,22596.42487,24082.43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12280,26,24,,5,5,0,3,1,0,0,19.957,2,0,,,,0,1,,1,2,2,0,0.333333333,,,,,,,,,,35809.31195,40300.68647,23970.58558,45733.6085,49839.9856,49633.8775,46620.72693,46793.56562,,49368.35667,,46866.87623,,49744.0132,,46796.54932,,71121.15968,,73693.17517,,66255.11905,,66066.02824,,54286.26849,,4680.164621,,,,,,,,,0,0,0,0,0
12281,27,23,6,4,6,2,5,1,0,0,13.613,2,1,26,26,1,0,0,1,3,1,4,4,0.333333333,,,,,,,,9038.569947,35028.99598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12282,42,28,,2,5,2,15,1,0,0,33.225,1,0,,,0,1,1,,2,2,7,3,0.333333333,,,,,,3357.467143,20336.78238,7640.699749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
