code,birthyear,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62
4093,1962,,,,,,,,,,,26869.26628,41628.41339,54390.84808,49812.50534,,51514.80696,,47546.10632,,52362.11916,,73889.2884,,59741.77413,,72576.61191,,78574.36452,,70131.62998,,67857.83562,,69266.4364,,,,,,,,,,,
4094,1962,3969.055516,719.4572449,22596.42487,10946.56124,8396.168779,11352.13015,7957.624877,34543.44555,44253.38876,42215.63861,43391.36169,41628.41339,32634.50885,36227.27661,,28619.3372,,16301.52217,,15708.63575,,8620.41698,,,,,,7361.679894,,28993.83879,,27143.13425,,31825.11943,,30359.9805,,31135.58858,,37528.51031,,,,,
4095,1963,719.4572449,2259.642487,5473.280622,6297.126584,6081.498296,17904.65597,30705.28493,46097.27996,51010.56332,60080.34696,64043.71291,65269.0177,36227.27661,,715.48343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,1959,,417.8375702,826.2523251,,,,109.4656124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,1962,14460.59226,18945.70745,18077.13989,19922.74147,16792.33756,20342.6118,25862.28085,24948.044,27658.36798,26384.77413,31041.5126,31221.31004,26418.41193,37736.74647,,51514.80696,,50614.86787,,56629.63187,,61574.407,,79418.62831,,73693.17517,,76771.80461,,77754.63323,,79975.30626,,84242.96319,,86479.94445,,88958.82452,,86997.91027,,,,,
4098,1963,4146.471921,24856.06735,30131.50448,33584.67512,33448.24063,33292.71308,32624.36524,31346.15037,34300.20637,40053.56464,47992.75736,46620.72693,54922.06081,,54376.74068,,38036.88506,,52100.30857,,45441.91237,,45043.40113,,43322.65449,,37860.06803,,,,,,,,,,,,,,,,,,
4099,1964,4519.284974,13135.87349,10495.21097,10387.19909,13925.84354,17271.72277,14751.12959,15830.86448,15020.08674,16010.92823,17094.26654,18113.6383,,25757.40348,,,,19635.79469,,9851.90512,,,,,,,,,,,,,,,,,,,,,,,,,
4100,1960,3008.430506,13881.03906,10584.14804,8393.667857,16269.4259,13135.87349,15323.00802,,,,,22866.80425,25033.4779,24016.39234,20979.32712,14339.96366,,17171.60232,,5868.54798,,,,,,,,,,,,,,,,,,,,,,8102.746545,,,
4101,1960,6685.401124,30045.5391,32847.90345,36689.9213,19966.20101,31329.05828,32325.2498,33245.52402,,9595.40154,13276.01663,12312.89459,13351.18821,12008.19617,11655.18173,11321.02394,,21750.69627,,,,,,,,28448.46387,,,,35756.73091,,10164.00434,,47015.78611,,50545.77791,,38639.97518,,35583.52981,,40087.27238,,,
4102,1962,1190.716655,15108.60214,21692.56787,22768.84739,24138.98524,36488.98978,53713.96792,76763.21232,20282.80318,49251.57838,,,38850.60577,37736.74647,,52945.77382,,51621.48686,,62834.54299,,38176.13234,,35560.57984,,20098.13868,,42066.74225,,36590.41564,,6857.518988,,,,,,,,,,,,,
4103,1958,,,23398.90393,21031.87737,19051.46648,17266.97388,18303.10414,21455.26004,23089.46414,26353.15928,28846.39018,31664.82508,32821.26333,30782.23649,35881.31832,34423.49569,32634.50885,,,27045.27365,,28527.66379,,36653.48341,,42486.34083,,38168.3557,,40754.55899,,39963.40514,,38623.21651,,41684.09902,,39594.1927,,,,45973.92051,,,
4104,1960,14320.12921,21031.87737,34398.48114,23981.90816,31409.03057,17514.49799,20994.62003,24325.99318,23872.87463,23028.9637,22126.69438,22866.80425,27536.82569,35224.0421,38850.60577,45284.09576,,32196.75435,,38036.88506,,,,41870.59676,,42672.69581,,,,,,,,35867.71311,,,,,,,,42646.03445,,,
4105,1958,,,24067.44405,30045.5391,26460.37011,25420.82265,22031.51425,24082.43474,27287.54853,29274.30563,23872.87463,,25814.47678,28143.75907,26702.37643,24016.39234,24864.38769,22642.04788,,20834.87748,,15823.34418,,,,18472.3221,,17780.28992,,3805.24759,,17499.76478,,19311.60825,,,,,,,,,,,
4106,1963,8393.667857,15817.49741,7662.592871,4198.084389,2635.315928,,10554.94169,27658.36798,31661.72896,40053.56464,37625.68133,43512.67847,49812.50534,,65824.47556,,,,65452.64895,,64037.38328,,62823.69105,,69226.92213,,73616.79894,,74197.23171,,67857.83562,,71138.50225,,73599.95272,,74725.4126,,,,,,,,
4107,1961,,185.2225907,2345.430618,2485.606735,,2099.042195,,,,,,,,,,,,,,,13090.52979,,54185.47816,,55711.57508,,58061.28953,,63100.11338,,69115.22954,,71458.17849,,,,75856.71127,,76504.58909,,72663.72517,,,,
4108,1961,6610.018601,7938.111032,5276.019796,5423.141968,5035.418173,8396.168779,16217.32879,16512.07162,15544.5505,18438.91199,7915.43224,15020.08674,15370.4911,16783.46169,16151.32749,,17887.08575,,21735.36289,,23562.95362,,27092.73908,,26077.75855,,26685.86192,,28395.05102,,25410.01086,,25204.33894,,25272.88896,,25759.98345,,24908.47087,,25587.62067,,,,
4109,1963,4496.607781,7230.855958,5339.732575,7634.216462,12162.99659,16512.07162,16312.18262,2212.669438,3614.714056,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.7529471,,81.88038614,,,,,,
4110,1961,5639.547688,9261.129537,1918.552653,,98.5190512,1049.521097,,,3838.160616,178.8574463,,,,,301.8939717,,6439.35087,,21784.26746,,,,14777.85768,,,,,,,,,,,,,,,,,,10235.04827,,,,
4111,1964,,7356.089156,5247.605487,8062.039575,,23687.20824,22126.69438,31661.72896,28371.27495,20814.2067,23310.36346,13585.22873,,50083.8401,,44829.18596,,39271.58937,,80046.7291,,126832.7348,,44662.5304,,56790.10204,,,,19387.95303,,13104.46094,,,,17791.7649,,,,,,,,,
4112,1960,374.3824629,600.9107819,661.5092526,119.9095408,,,,,,,,,,,,,,,,10540.29254,,,,5541.69663,,,,6364.410583,,,,,,,,,,,,,,,,,
4113,1961,,529.2074021,1678.733571,2711.570984,,,,19894.06219,19190.80308,4609.727996,21107.81931,20026.78232,24016.39234,,10566.28901,,995.9529345,,,,20944.84766,,,,,,10719.0073,,17878.36546,,17278.80739,,17449.15773,,17784.62556,,,,,,,,,,
4114,1964,16947.31865,21893.12249,45129.40719,42570.48807,39788.12439,49896.08801,40565.60637,31661.72896,35046.86906,33622.94928,35742.55731,37736.74647,,37920.62179,,40753.80542,,39271.58937,,40639.10862,,35560.57984,,37963.15084,,45221.74792,,46754.41998,,46531.08728,,48673.71206,,47839.96927,,49816.94173,,54586.92409,,,,,,,
4115,1964,1807.713989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,1962,7210.450854,1918.552653,9264.534196,6567.936747,22039.94304,,17904.65597,31664.82508,33190.04157,40456.65367,46729.15875,48032.78468,48174.75116,46793.56562,,48652.87324,,54338.40723,,66761.70193,,66500.35956,,48599.45912,,54240.41005,,53635.09637,,53869.22303,,,,6552.23047,,13799.99113,,13343.82368,,2558.762067,,,,,
4117,1961,14893.57373,5292.074021,14389.1449,16947.31865,15325.18574,22312.81853,16217.32879,19894.06219,17271.72277,18438.91199,17589.84942,13351.18821,6404.371291,15540.24231,18113.6383,,28619.3372,,54338.40723,,65452.64895,,51722.50188,,35560.57984,,42429.40388,,50480.0907,,40656.01738,,38775.90607,,37441.31697,,36799.97636,,38252.29454,,37528.51031,,,,
4118,1962,4762.866619,1918.552653,4519.284974,7198.458674,2099.042195,20271.66099,15915.24975,,5531.673596,,12349.8491,14409.8354,15540.24231,15094.69859,,15740.63546,,16301.52217,,13090.52979,,14777.85768,,,,,,,,,,,,,,,,,,,,,,,
4119,1957,,,,13370.80225,10591.05253,15876.22206,14389.1449,15817.49741,14118.87469,16792.33756,20271.66099,13925.84354,15352.64246,14751.12959,21107.81931,30040.17348,20814.2067,24864.38769,27170.45746,,25757.40348,,24452.28325,,24872.0066,,24629.7628,,23707.05323,,,,,,7623.003258,,17844.67197,,23400.82311,,18399.98818,,11564.64719,,
4120,1960,16880.63784,8361.67353,7938.111032,19185.52653,27115.70984,29835.94733,25188.50634,26353.15928,29841.09329,28786.20462,27658.36798,33420.7139,28371.27495,30420.76363,27972.43616,28679.92732,,54376.74068,,31244.58415,,26181.05958,,41624.29913,,45043.40113,,,,57841.7706,,59967.62563,,58163.8591,,60842.14008,,73599.95272,,87179.64803,,88703.75165,,,
4121,1957,,,,3342.700562,5408.197037,18522.25907,959.2763265,10168.39119,1532.518574,12594.25317,12162.99659,994.7031097,,1475.112959,,213.6190114,7204.917702,10878.16962,10566.28901,,10949.75841,,14943.06199,,14399.58277,,7388.92884,,,,,,,,,,,,,,,,,,
4122,1957,,,,6685.401124,12919.58181,38896.74406,41968.33929,47452.49222,52543.49397,48277.97048,58382.38364,51724.5617,53734.24863,55316.73596,49251.57838,,,156875.6381,153442.1395,,71548.343,,124978.3366,,58907.38406,,123148.814,,82974.6863,,,,147233.5979,,76230.03258,,96939.76517,,70202.46932,,110399.9291,,,,63969.05167
4123,1964,3981.490062,5473.280622,10495.21097,2635.315928,1989.406219,5757.240924,,,,7685.245549,3885.060577,,,7154.8343,,8150.761084,,32202.70328,,14777.85768,,,,,,3155.005669,,6098.402607,,,,,,,,7116.705962,,,,,,,,,
4124,1961,6009.107819,7271.309705,9352.944184,5649.106217,13135.87349,18891.37975,36488.98978,35809.31195,36462.52585,38721.71517,38697.66873,40888.0139,41628.41339,43512.67847,43774.6259,,48652.87324,,52300.71695,,52362.11916,,52953.99002,,61638.33839,,68110.35887,,82030.14739,,68098.82911,,67857.83562,,65522.3047,,51519.9669,,51596.11822,,50322.32065,,,,
4125,1962,8890.684356,15588.24031,20336.78238,,10495.21097,,,11514.48185,18438.91199,20228.32683,12016.06939,24016.39234,23310.36346,23547.7298,,27188.37034,,31244.58415,,30762.74501,,34481.66792,,,,,,,,25410.01086,,,,37441.31697,,,,,,,,,,,
4126,1958,,,,,1772.844797,9592.763265,13557.85492,,,,,,,2744.01651,,,,,,,,,,,,14777.85768,,,,,,,,,,,,,,,,,,,
4127,1961,12919.58181,18522.25907,23022.63184,15817.49741,14230.52962,15323.00802,26758.5925,24668.63712,26675.21628,32268.09597,48372.08591,47563.60801,47232.23827,49728.77539,52831.44505,,50083.8401,,51621.48686,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,1958,,,20056.20337,21031.87737,16543.02339,20864.2601,22969.26588,43786.24498,35683.71731,28380.32538,39788.12439,32624.36524,46097.27996,38697.66873,43391.36169,32021.85645,31080.48462,37736.74647,,37920.62179,,35319.9647,,45816.85427,,45565.06118,,40301.99049,,44662.5304,,42066.74225,,40656.01738,,,,,,,,,,,
4129,1962,3175.244413,,,,1259.425317,15609.17896,19894.06219,21109.88339,22126.69438,29902.74402,23364.57937,28819.67081,27972.43616,27170.45746,,28619.3372,,28527.66379,,28799.16554,,34481.66792,,41487.34315,,50245.3467,,46273.41648,,36590.41564,,34898.31546,,44293.07798,,39559.97459,,40031.47103,,38381.431,,,,,
4130,1964,9128.955647,13135.87349,14693.29536,21082.52743,23872.87463,19190.80308,20282.80318,21107.81931,21695.68085,24016.39234,26418.41193,30189.39717,,35774.1715,,32603.04434,,30173.67117,,34481.66792,,33189.87452,,36288.30595,,36808.39947,,35574.01521,,33928.91781,,26208.92188,,30359.9805,,32025.17683,,29852.22411,,,,,,,
4131,1964,4067.356476,6567.936747,,,994.7031097,,40565.60637,33420.7139,40053.56464,30420.76363,34188.53308,34717.80675,,48939.06661,,56006.59633,,54980.22512,,35590.00725,,47338.24388,,55828.16301,,107270.1927,,40656.01738,,43622.89432,,49609.74499,,20239.987,,,,,,,,,,,
4132,1961,,4601.458361,10072.40143,4745.249222,21893.12249,9025.881437,7095.081345,,,9219.455993,791.543224,1668.898527,17612.02105,1740.507139,,,2861.93372,,,,14399.58277,,,,16594.93726,,8932.506081,,23136.70824,,24393.61043,,29081.92955,,27144.9548,,36799.97636,,31135.58858,,28999.30342,,,,
4133,1963,,,3065.037148,5667.413926,405.4332197,5968.218658,,11063.34719,10553.90965,15020.08674,20814.2067,4662.072693,,,1430.96686,,6792.300903,,,,,,,,4466.25304,,25240.04535,,27442.81173,,24234.94129,,30889.0865,,36799.97636,,38252.29454,,57145.68616,,,,,,
4134,1962,,,,,,,11737.49669,19190.80308,27658.36798,36938.68378,41555.57331,40027.32057,36053.36216,34114.01881,,44359.97266,,51621.48686,,157086.3575,,,,88901.4496,,80392.55473,,28395.05102,,34557.61477,,50408.67789,,29953.05358,,43239.97222,,42700.23577,,24734.69998,,,,,
4135,1963,1491.674688,5100.013093,,3446.627284,,5709.595849,17271.72277,21389.1379,22866.80425,21695.68085,17612.02105,18648.29077,20377.84309,,19318.05261,,16301.52217,,18326.74171,,15270.45294,,23588.51796,,25680.95498,,13671.69123,,20226.36865,,18418.55538,,4680.164621,,,,,,17058.41378,,,,,,
4136,1958,,,10362.37174,10515.93868,6747.394377,299.773852,,,,,,,3687.782397,,,,,,,,,6792.300903,,6283.454299,,184.723221,,,,,,,,,,12098.08269,,18496.01058,,9199.99409,,66719.11839,,15352.5724,
4137,1961,16825.50189,8626.080654,13190.04949,2259.642487,,,,,,,,,46431.69186,45066.7027,50650.26111,,41498.03894,,42112.2656,,43198.74831,,,,,,,,63100.11338,,,,,,,,,,,,,,,,
4138,1963,6559.051883,3660.620829,15325.18574,25188.50634,5676.065076,31830.49951,,22126.69438,26384.77413,23364.57937,19213.11387,,,,,,2037.690271,,19635.79469,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,1958,,,23398.90393,,,,,,,,,,,,,42294.468,45066.7027,49752.12654,,49957.91501,,51621.48686,,45816.85427,,,,59267.63307,,58619.57116,,,,,,,,,,,,,,,
4140,1959,,21506.93542,22462.04503,23285.12569,26380.09898,29375.35233,28461.05924,29386.59073,30407.49148,35809.31195,44138.84709,49785.06236,58046.50309,55073.65138,56038.24879,55944.87231,63699.62804,,,,,,,,,,59267.63307,,83742.24451,,78875.14172,,,,,,,,,,,,,,
4141,1962,15876.22206,21583.71735,27115.70984,26271.74699,27287.54853,26353.15928,25862.28085,24948.044,22126.69438,22866.80425,26702.37643,33622.94928,29526.46039,27170.45746,,22895.46976,,21735.36289,,26181.05958,,30787.2035,,14224.23194,,6699.379561,,6310.011338,,20328.00869,,,,,,,,,,,,,,,
4142,1962,5292.074021,16787.33571,10633.87754,24082.43474,25188.50634,8919.530834,18620.84221,20785.55882,18162.32831,20228.32683,20861.23158,22415.29952,22844.15619,2659.685891,,23610.95319,,31244.58415,,24872.0066,,32018.69164,,38983.87833,,22331.2652,,26291.71391,,,,,,,,,,,,,,,,,
4143,1963,14389.1449,20336.78238,26271.74699,29386.59073,18244.49489,23872.87463,24948.044,27658.36798,28143.75907,26702.37643,24016.39234,27972.43616,31698.86703,,40067.07208,,27169.20361,,35344.43043,,73889.2884,,72306.51234,,61410.97931,,54311.31925,,58443.02498,,53316.87084,,,,,,,,,,,,,,
4144,1964,3615.427979,,18261.66709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,1963,,9063.426015,15325.18574,14693.29536,13176.57964,,11514.48185,12722.84927,10553.90965,11682.28969,4803.278468,,,,,,20376.90271,,18326.74171,,28324.22722,,26670.43488,,27914.0815,,28395.05102,,32524.8139,,31020.72485,,,,,,,,,,,,,,
4146,1960,8356.751405,14421.85877,,,,7005.799197,14693.29536,13391.45925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,1962,4762.866619,,19252.15399,23710.25166,25398.41056,34082.74362,38196.59941,38381.60616,15488.68607,26384.77413,30040.17348,20814.2067,24087.37558,40755.68619,,20033.53604,,32603.04434,,31417.2715,,35097.41199,,35560.57984,,36426.7598,,39963.40514,,32016.61368,,21326.74834,,21903.17043,,11683.99249,,7780.338793,,19664.9394,,,,,
4148,1962,6615.092526,899.3215561,4519.284974,8757.248996,14693.29536,25339.57623,27851.68707,24948.044,23970.58558,28143.75907,35046.86906,33622.94928,32634.50885,35019.70072,,37920.62179,,25810.74343,,1047.242383,,22166.78652,,45043.40113,,54711.59975,,58893.43915,,64033.22737,,89184.58395,,73010.5681,,67159.95686,,66719.11839,,66527.81374,,,,,
4149,1959,,30084.30506,36054.64691,51714.14733,49162.91174,44144.37562,52543.49397,56323.59921,59801.39991,56698.07725,49896.08801,60848.40955,49251.57838,53404.75285,52836.06315,49728.77539,49812.50534,,51514.80696,,48904.5665,,24191.29905,,73889.2884,,69935.80702,,82625.68125,,95701.83862,,60984.02607,,78521.20978,,72074.53517,,71759.9539,,66719.11839,,66527.81374,,
4150,1962,6615.092526,16067.87847,15817.49741,15325.18574,17631.95444,14976.70314,15915.24975,3838.160616,9219.455993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,1958,,,1671.350281,,,,,656.7936747,,2027.166099,4973.515548,28786.20462,14751.12959,19348.83436,24199.02864,25617.48516,24864.38769,21132.57802,,25757.40348,,29886.12397,,30108.21852,,7388.92884,,27263.11121,,13398.75912,,27343.38246,,20328.00869,,22296.14599,,18720.65849,,26219.98316,,29356.41209,,27293.46205,
4152,1957,,,,26741.6045,19529.60041,10584.14804,23365.57312,27115.70984,29531.63293,37782.75951,34763.87143,31830.49951,40300.68647,36877.82397,63323.45792,51735.85433,54437.15597,49728.77539,54340.91491,,52945.77382,,50263.02668,,13090.52979,,12314.8814,,40301.99049,,38633.0888,,41908.99197,,,,,,,,,,,,
4153,1963,,,,10495.21097,24325.99318,19695.12157,24593.01415,12538.46015,,,,,,,,,1358.460181,,45816.85427,,55416.9663,,82974.6863,,83742.24451,,78875.14172,,40656.01738,,63010.84736,,56161.97546,,68999.95567,,56044.05945,,68233.65512,,,,,,
4154,1964,,,10495.21097,11149.41354,29841.09329,27826.66447,33190.04157,26384.77413,30040.17348,40027.32057,34188.53308,37736.74647,,38636.10522,,47546.10632,,41889.69533,,15127.60031,,49405.49893,,16748.4489,,,,,,,,,,,,,,,,,,,,,
4155,1964,2259.642487,6567.936747,23089.46414,42570.48807,39788.12439,42219.76678,41487.55197,35179.69884,35046.86906,35224.0421,32634.50885,34717.80675,,41498.03894,,44829.18596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,1962,7938.111032,11990.95408,,,35683.71731,,,15352.64246,16595.02079,130662.6785,36715.76759,48032.78468,53147.6287,57359.85463,,60100.60812,,54338.40723,,58907.38406,,50491.01374,,68750.45436,,75926.30169,,50480.0907,,127050.0543,,169644.589,,91731.22658,,160999.8966,,177917.649,,,,,,,
4157,1962,4114.587551,1438.91449,2033.678238,1970.381024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,1963,,6778.92746,,,26353.15928,69629.21768,23028.9637,,29902.74402,45310.595,32021.85645,32323.704,33208.33689,,53575.39924,,47546.10632,,,,,,,,,,63100.11338,,,,,,35569.25112,,,,31135.58858,,,,,,,,
4159,1960,13370.80225,42063.75473,37044.51815,37891.4149,40673.56476,43786.24498,48277.97048,28380.32538,65650.40524,34543.44555,60848.40955,52945.44676,50066.9558,59240.43444,54390.84808,48303.03548,,57238.6744,,61130.70813,,58907.38406,,51722.50188,,42672.69581,,33496.8978,,25240.04535,,25410.01086,,36837.11076,,12685.11819,,,,,,,,,
4160,1961,,6879.696227,18487.653,2503.683875,8319.386546,10495.21097,14198.27136,,11514.48185,22126.69438,19348.83436,23364.57937,24016.39234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,1963,1199.095408,4971.213471,12257.95928,16792.33756,15001.02913,15915.24975,23028.9637,18438.91199,12312.89459,24699.69819,25617.48516,26418.41193,20377.84309,,30050.30406,,43470.72578,,32726.32448,,41870.59676,,73491.865,,50245.3467,,,,45738.01955,,,,,,3449.997784,,,,,,,,,,
4162,1960,11699.45197,15022.76955,20374.48498,21583.71735,21523.09469,22330.98494,19940.90085,24325.99318,5968.218658,11744.77149,11063.34719,14071.87954,20026.78232,19213.11387,18648.29077,18113.6383,,,,,,15708.63575,,,,,,,,,,,,,,,,,,,,,,,
4163,1964,1129.821243,,16792.33756,27366.74233,27851.68707,36462.52585,38721.71517,29902.74402,60080.34696,51234.97033,48174.75116,51321.9752,,65824.47556,,46187.64614,,43198.74831,,34481.66792,,21336.3479,,32380.33454,,29972.55385,,28459.21216,,28112.5319,,29953.05358,,24379.98434,,28466.82385,,35822.66894,,,,,,,
4164,1961,2704.098519,,9592.763265,6778.92746,21893.12249,46178.92828,,59682.18658,67167.81078,62692.30075,82672.29228,75100.4337,144618.7092,156875.6381,153442.1395,,,,,,,,61574.407,,35560.57984,,22331.2652,,,,,,,,,,,,,,,,,,
4165,1963,,,,,,,,,,,,,,,,,,,,,,,5926.763307,,,,,,40656.01738,,121174.7065,,102963.6217,,101199.935,,97854.70697,,,,,,,,
4166,1959,,10362.37174,2103.187737,10848.75174,17506.79296,21975.02318,19703.81024,18891.37975,16217.32879,19894.06219,19190.80308,22126.69438,26384.77413,28371.27495,30420.76363,29526.46039,27170.45746,,35774.1715,,39395.34524,,37962.53639,,28324.22722,,28448.46387,,11165.6326,,4627.341648,,,,,,,,,,,,,,
4167,1963,,,,,,3244.721544,,,,,,,,,,,1086.768145,,,,1108.339326,,,,,,,,,,,,,,,,,,,,,,,,
4168,1960,9586.865212,6009.107819,,422.0815837,,,,,,2878.620462,1106.334719,,2097.805448,10791.36563,2082.392469,226.4204788,,9730.574648,,11411.06552,,2618.105958,,2709.273908,,2844.846387,,,,23662.54252,,,,,,,,,,,,,,,
4169,1959,,,,,,677.892746,328.3968373,2938.659073,11433.2168,2984.109329,5757.240924,9219.455993,5276.954826,3337.797053,4611.147329,1118.897446,,,8013.414416,,,,,,1600.934582,,592.6763307,,,,,,,,,,,,,,,,,,
4170,1959,,4011.240674,9915.027901,18522.25907,21583.71735,29827.28083,29336.78414,32535.15402,15203.74574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,1961,6009.107819,3175.244413,4796.381633,4067.356476,4378.624498,9235.785657,20879.81082,27851.68707,34543.44555,36877.82397,43974.62355,51735.85433,60841.52726,60606.94501,69435.6135,,74410.27672,,80149.15066,,91633.70853,,88667.14608,,95552.46339,,100490.6934,,102011.85,,108754.8465,,116327.7182,,121684.2802,,124199.9202,,129120.1754,,130496.8654,,,,
4172,1962,3175.244413,959.2763265,451.9284974,2189.312249,2938.659073,27772.17555,11936.43732,2878.620462,18438.91199,2638.477413,667.5594107,,26418.41193,25660.9876,,21464.5029,,32603.04434,,91633.70853,,50491.01374,,77047.92299,,38968.05778,,46273.41648,,49803.62129,,36837.11076,,40249.41574,,54279.96513,,48037.76524,,51175.24134,,,,,
4173,1957,,,,374.3824629,,,,,,,,1989.406219,20150.34323,18438.91199,16710.35695,17022.76497,16010.92823,15540.24231,15094.69859,,14309.6686,,20376.90271,,,,18472.3221,,16002.26093,,13957.04075,,,,22665.72969,,22802.17156,,,,,,,,
4174,1960,2125.957557,3905.920082,21189.46438,23502.27,23726.24611,28461.05924,3673.323841,42570.48807,36804.01506,43179.30693,35955.87837,35179.69884,31542.18215,33622.94928,31080.48462,37736.74647,,37205.13836,,44149.95587,,45162.32778,,42486.34083,,37931.28516,,,,,,,,,,37441.31697,,,,,,,,,
4175,1961,,,,5694.299067,4378.624498,6297.126584,22298.82709,27262.82283,,23970.58558,,,16010.92823,,15698.48653,,,,20376.90271,,18326.74171,,,,,,29030.64476,,31024.22241,,32524.8139,,,,,,,,,,,,,,
4176,1963,4796.381633,,,7556.551901,16217.32879,18103.5966,24948.044,21204.74878,22866.80425,23364.57937,22415.29952,23310.36346,22642.04788,,34343.20464,,21735.36289,,23562.95362,,29555.71536,,29633.81653,,,,25240.04535,,29272.33251,,29081.92955,,28080.98773,,22999.98522,,,,,,,,,,
4177,1961,,,,,,419.8084389,1419.016269,,,,,1335.118821,4803.278468,6216.096924,,,643.935087,,2716.920361,,1701.768873,,,,,,,,1262.002268,,7623.003258,,,,,,,,266.8764736,,,,,,
4178,1964,,,,,2785.168707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,1957,,,,16713.50281,,18522.25907,43167.43469,49712.13471,35028.99598,14693.29536,50679.15247,47745.74926,24948.044,53472.84476,54528.53321,53650.08094,51234.97033,52836.82385,52831.44505,,45790.93952,,50263.02668,,45816.85427,,51327.19419,,52155.5171,,50245.3467,,51853.56984,,44721.61912,,51378.07554,,50545.77791,,52893.52602,,53375.29471,,51175.24134
4180,1961,6910.473992,3175.244413,,,80071.90619,17422.05022,18244.49489,18302.53722,18806.98702,18992.07934,19876.52985,20026.78232,20814.2067,22533.35135,23698.67678,,26017.83945,,,,32726.32448,,35018.59675,,40301.99049,,,,43508.57984,,41265.85764,,44592.29198,,44929.58037,,27599.98227,,,,,,,,
4181,1963,5276.019796,3355.569093,5473.280622,18891.37975,14190.16269,16472.2835,37805.88207,16595.02079,3517.969884,16688.98527,19213.11387,15540.24231,14339.96366,,16456.11889,,21735.36289,,,,,,4741.410645,,16748.4489,,32812.05896,,15246.00652,,9693.976517,,24336.85603,,24379.98434,,14233.41192,,,,,,,,
4182,1959,,,,2116.829608,,22596.42487,6020.608685,20150.80507,,9947.031097,28786.20462,22126.69438,36938.68378,46729.15875,,,,,,,25810.74343,,,,,,10668.17395,,,,,,,,,,,,,,,,,,
4183,1958,,,,,,43167.43469,31634.99482,26271.74699,,24325.99318,23872.87463,24948.044,21942.30526,17589.84942,,11207.64976,4662.072693,,,40067.07208,,,,,,,,,,,,,,,,,,,,,,,,,
4184,1960,6685.401124,21031.87737,7938.111032,9592.763265,19857.73817,14887.32329,,20271.66099,8952.327987,,22679.86174,38697.66873,,29620.21722,22067.14408,,,,,33961.50452,,,,,,,,27914.0815,,,,,,,,,,,,,,,,,
4185,1960,16713.50281,21031.87737,18522.25907,28778.2898,25307.99585,15325.18574,13643.77427,13176.57964,6962.921768,,,,6675.594107,,11188.97446,,,3720.513836,,2716.920361,,,,61574.407,,3556.057984,,,,2103.337113,,15246.00652,,15510.36243,,18720.65849,,12879.99173,,,,38381.431,,,
4186,1960,3676.970618,3605.464691,3889.674406,4076.924388,14461.71192,26271.74699,44079.88609,42570.48807,38992.3619,42219.76678,40565.60637,31661.72896,30040.17348,33622.94928,51282.79962,48303.03548,,34343.20464,,29886.12397,,41889.69533,,39407.62048,,54052.08136,,,,,,66066.02824,,,,,,,,75615.00084,,81027.46545,,,
4187,1961,3605.464691,19215.52077,19185.52653,18077.13989,19390.73859,17631.95444,18295.17404,25862.28085,20912.21812,14751.12959,8794.924711,,8325.682678,20979.32712,,,18602.56918,,13584.60181,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,1962,529.2074021,7194.572449,8134.712952,80071.90619,16036.68237,4865.198637,994.7031097,3838.160616,3687.782397,8365.732385,16602.20254,19213.11387,18648.29077,19623.10816,,14309.6686,,16301.52217,,11634.86288,,20935.29838,,26467.73958,,21293.97793,,6721.213743,,,,,,,,,,,,,,,,,
4189,1964,,,12594.25317,,,191.9080308,6453.619195,3517.969884,,,3263.450885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,1961,3605.464691,,2398.190816,,14712.17831,31485.63292,30204.77487,29841.09329,,,,458.9470948,,2797.243616,,,,,5433.840723,,74616.01981,,71426.31212,,,,,,,,,,,,97347.42413,,,,,,,,,,
