,,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income
age,,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0
code,spouse_birthyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52836.06314923038,62160.969236881625,60378.794348421434,,58669.64125754549,,69281.46921243968,,58907.38405757002,,61574.407002445696,,65194.39637492358,,,,,,,,,,,,22999.98522480949,,,,,,,,,,,,,,
111,1955.0,,,,,,,33050.09300471938,50274.70320096114,50362.00714354854,45192.84973599925,43786.24497831867,49327.49157604148,52706.31856626937,49138.33361689931,61410.56985789955,77443.4303381309,73877.36756976593,71762.63664668064,83256.82678060545,80809.26000794611,84530.31208779001,,78703.17729670738,,81507.61083816433,,78543.1787434267,,67731.84770269027,,77047.92298854604,,72576.61190697989,,78875.14172314385,,20328.008688697486,,48469.88258314414,,56161.9754579487,,55199.96453954278,,,,,,,,,,,,,,,,,,,,,,,
112,1956.0,,,,,,,,,38413.92227559936,,,,,,,,,,55944.87231319345,86039.78194650055,,91581.87903616857,,99167.59318643327,,,,,,,,,,,,,,,,,,36799.97635969519,,,,,,,,,,,,,,,,,,,,,,,,
114,1958.0,,,,,275.1878490999978,,135.57854920799775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1959.0,,,,,,22596.424867999624,21893.122489159334,25188.50633670203,30407.491480540022,19894.062193076647,11514.481848356165,9680.428792266363,6156.447297480495,14185.637476669426,22415.299517855314,,6037.879434842143,,17887.085749251677,,,,10472.423832456894,,29555.715361173934,,54526.22242266335,,64760.66908622821,,60996.77626589791,,65049.62780383196,,60102.65440309874,,68330.40347383759,,84639.94562729892,,87179.64803072788,,83586.22751605643,,,,,,,,,,,,,,,,,,,,,,,
118,1960.0,,,,11990.95408179727,11298.212433999812,,,,,,,36938.68378488297,40053.56464000779,35224.04209948692,44289.690581278155,51321.97519615822,,51514.80695784483,,50942.25677385271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1961.0,,,,,,,,,47977.00770148402,9219.455992634632,8794.924710686422,66755.94106667966,104071.0334757568,77701.21154610203,83020.84222907947,,107322.51449551004,,76073.77011562003,,,,67731.84770269027,,71121.1596817348,,66993.79560644297,,73616.79894160094,,76230.03258261557,,58163.85909977298,,93603.2924299145,,91999.94089923796,,177917.6490423018,,63969.05167045134,,,,,,,,,,,,,,,,,,,,,,,,,
123,1960.0,,,,,,,35054.00465191033,,40186.00563001482,44138.8470853653,46097.279963173154,48372.08590877532,,,57498.89654411551,60378.794348421434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1957.0,,,,,,,,,,,,65650.40523715293,,,,16688.985266669915,73650.26984438174,77701.21154610203,81511.37237036893,,100167.68019580939,,108676.81445088577,,,,86204.16980342397,,112608.50282941347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1953.0,,,,,,,,,,34398.48113749972,41968.33928629045,49712.13470959917,48164.86947615053,49984.49178299045,50679.1524675667,55504.43351868384,57572.40924178083,57160.62715433471,59805.488032667665,60080.34696001168,64820.24292716946,66823.04192964775,69435.61350068465,,,,58413.7877673511,,65452.64895285559,,67731.84770269027,,,,62527.542566013435,,66255.11904744084,,26426.41129530673,,,,42121.48159346152,,44159.97163163422,,48927.353486633,,,,,,,,,,,,,,,,,,,
133,1963.0,,,,,,25862.28085099964,28786.204620890414,33190.04157348467,24625.78918992198,21695.680846670886,24016.392340559265,31080.484618440812,15094.698587105358,,,,,,,,36944.64420146742,,35560.5798408674,,41871.12225402686,,26291.71390771462,,,,43622.89432482974,,39313.38282056409,,36799.97635969519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1965.0,,,,,35502.98569909818,40565.60636759238,43974.62355343211,41722.46316667478,36825.13492219087,34188.53308028489,,,,,8150.761083816433,,,,,,,,,,,,,,,,,,,,,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1966.0,,,,,,43974.62355343211,35046.869060006815,44830.59903571063,43512.67846581713,40755.686185184466,,35774.171498503354,,47546.10632226253,,,,49259.525601956564,,71121.1596817348,,,,68358.456160058,,86394.03692696431,,77551.81213303063,,79562.79856542732,,91999.94089923796,,,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1958.0,,,,,,,,,35683.71731032788,45408.52061093977,49735.15548269161,59491.48954984018,49785.062360227006,52769.54826411853,56742.549906677705,56038.24879463828,54390.84808227142,52831.44505486875,,57238.674397605355,,57451.997959460765,,78543.1787434267,,70194.8239827881,,77047.92298854604,,72576.61190697989,,78875.14172314385,,99607.24257461767,,87245.78864965947,,74882.6339439316,,82799.94680931416,,84510.88329509336,,81880.38613817772,,,,,,,,,,,,,,,,,,,,,,
138,1962.0,,,,,,,65650.40523715293,80601.37293849316,81131.21273518476,77395.3374540405,73431.53517334761,72049.1770216778,69931.09039149183,73964.02307681626,,71548.34299700671,,67923.00903180361,,75925.07278531248,,96056.0749238153,,100754.97621579099,,111656.32601073828,,157750.2834462877,,122984.4525666198,,135715.6712328036,,335706.33623403974,,310074.7608079736,,333679.2132493658,,153525.72400908323,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1969.0,,,,25033.47790000487,32021.856454079018,34188.53308028489,,,,,24452.2832514493,,26181.05958114223,,43102.08490171198,,41487.343147678635,,44662.530404295314,,50480.09070281207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1952.0,,,,,,,,,,,23814.33309519212,47963.81632718908,56491.06216999905,121003.28799758363,109435.66386419143,116314.7364113617,173703.01463262943,139361.69289096273,168527.967762964,175949.50477705043,179623.54842516826,206556.9850570367,229196.81772176808,120757.58869684287,,143096.68599401342,,95092.21264452506,,,,153936.01750611424,,118535.26613622469,,139570.40751342286,,126200.22675703016,,91476.03909913868,,,,,,,,133438.23678172636,,127938.10334090269,,,,,,,,,,,,,,,,
143,1958.0,,,,34552.36995947935,35721.49964278818,55158.38877626745,36154.279788799395,54732.806222898325,52476.054868129235,54733.484664972035,,,,,33377.97053333983,57639.34161734223,51282.79962042734,60378.794348421434,,65824.47555724616,,88299.9117413447,,,,,,71121.1596817348,,113889.45253095306,,57841.770596972165,,35574.015205220596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1955.0,,,,,,,,,,,,,,,,64536.19194844242,,,35224.04209948692,52836.82385134938,40755.686185184466,,40782.555508293815,,35319.96469653787,,40580.64235077047,,39407.620481565245,,42672.69580904089,,39079.7141037584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1957.0,,,,,,,,,,,5676.065076367471,,,,,,,,8453.031208779,,20033.536039161874,,16301.522167632866,,30108.21851831357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1963.0,,,,35683.71731032788,44597.65417145869,45756.34304407628,44138.8470853653,51628.953558753936,61564.47297480495,58411.448433344696,60841.52726275014,69931.09039149183,64907.20392455304,,64393.508697306024,,81507.61083816433,,65452.64895285559,,61574.407002445696,,82974.68629535727,,66993.79560644297,,68358.456160058,,71148.03041044119,,82398.80039134505,,93603.2924299145,,91999.94089923796,,88958.8245211509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1960.0,,,,,,,,,,,,52669.2861224167,8344.492633334958,14409.835404335558,23310.36346383061,45284.09576131607,,48652.87323796455,,57055.32758671503,,49744.013204170245,,,,47414.106454489876,,72576.61190697989,,73616.79894160094,,65049.62780383196,,67857.8356164018,,71138.50224673502,,72679.95331039799,,75615.00084297828,,72498.25855984486,,,,,,,,,,,,,,,,,,,,,,,,
151,1940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50679.1524675667,59682.186579229936,67167.81078207762,82975.10393371168,105539.09652823706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1965.0,26271.746986991202,,,,,,,,,,12075.758869684287,,20033.536039161874,,17143.767479627233,,28799.16553925646,,32018.691641271766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1961.0,,,,,,,,,,,,,,,30189.397174210717,,,,,,39271.58937171335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1961.0,,,,31634.994815199472,39407.620480486796,48277.97047867889,54733.484664972035,63660.999017845264,71005.97139819636,59004.51835286165,70359.39768549138,,,,,,,,,,,,92361.61050366855,,,,,,105166.85563085848,,101640.04344348743,,111480.72994123153,,112323.9509158974,,114999.92612404746,,,,114291.37231787309,,,,,,,,,,,,,,,,,,,,,,,,,
158,1958.0,,,,,,,27115.70984159955,21893.122489159334,25188.50633670203,28785.75860157789,31830.499508922632,38381.60616118722,40565.60636759238,43974.62355343211,41722.46316667478,51234.97032652643,55944.87231319345,54340.91491357928,,64393.508697306024,,76073.77011562003,,85088.44363871226,,61574.407002445696,,59267.63306811234,,64760.66908622821,,,,,,43622.89432482974,,46801.64621495725,,45999.97044961898,,44479.41226057545,,12793.810334090269,,,,,,,,,,,,,,,,,,,,,,
160,1959.0,,,,,,,36708.19847757345,37782.75950505304,44597.65417145869,51923.50232393004,53734.24862566211,59004.51835286165,79154.32239617778,75100.4337000146,52836.06314923038,,,,57238.674397605355,,40753.805419082164,,58907.38405757002,,,,47414.106454489876,,,,47325.08503388631,,45738.01954956934,,43622.89432482974,,51481.81083645297,,45999.97044961898,,57823.23593874808,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,,,
161,1963.0,,,,,,,,,,,,77701.21154610203,80001.9025116584,,93012.8458961087,,86941.45156070862,,82732.14827640947,,73889.28840293484,,66379.74903628582,,82625.68124794633,,73616.79894160094,,99607.24257461767,,96939.76516628829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1963.0,,,,,,,38381.60616118722,27658.367977903894,31661.728958471114,6842.483959334664,,,,,,,,,,,6157.4407002445705,,,,8374.224450805372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1962.0,,,,,,,,61410.56985789955,73755.64794107706,65082.44285907953,66755.94106667966,64043.712908158035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1954.0,,,,,,,,,31752.444126922823,,,,,,,,,66841.4278012168,,64043.712908158035,,,,,,,,64143.595973798474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1949.0,,,,,,,,,,,,,,,,,,56674.13925757956,72977.97955329606,69629.21767576826,95954.01540296804,73755.64794107706,79154.32239617778,91789.41896668452,104071.0334757568,93241.45385532244,105662.8901097375,,107322.51449551004,,112752.19499279399,,95560.86747116916,,,,77047.92298854604,,55828.16300536914,,78875.14172314385,,81312.03475478994,,114388.92289622019,,88923.12780841877,,69919.95508342085,,,,,,,,,,,,,,,,,
166,1961.0,,,,,,,35475.40672729669,39390.24314229176,46057.92739342466,45544.11260361508,49251.57837984396,50066.95580000974,58439.888028694215,55944.87231319345,55850.38477228983,,71548.34299700671,,93733.75246388897,,81161.28470154094,,80046.7291031794,,92457.50758625526,,92674.75058891278,,126200.22675703016,,,,92092.77690797388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1961.0,,,,,,,,49735.15548269161,46057.92739342466,73755.64794107706,80913.30733831508,41722.46316667478,32021.856454079018,54390.84808227142,,,,,,,45816.85426699891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1964.0,,,,,,40300.68646924658,38721.71516906545,51010.563321981244,48398.05727334275,54437.15597193433,55944.87231319345,54340.91491357928,,62962.54183736589,,65206.08867053146,,68070.75491096982,,67731.84770269027,,61638.338390836834,,55828.16300536914,,68358.456160058,,54966.935494237994,,63980.24500975027,,65522.30470094015,,65319.95803845896,,81842.11855945883,,92541.89474991962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8827.76941707306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1960.0,,,,,,,33584.67511560271,30405.46431444132,69629.21767576826,59491.48954984018,73755.64794107706,70359.39768549138,70093.73812001363,74263.48839547735,77701.21154610203,75473.4929355268,,68686.40927712643,,67959.68745668078,,71997.91384814115,,80046.7291031794,,80603.9809726328,,50245.34670483223,,10516.685563085848,,45738.01954956934,,33928.9178082009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1939.0,,,,,,,,,,,,,,,,,,,,,,,,,,10168.39119059983,48164.86947615053,,,,,,,50066.95580000974,55333.767952648544,57498.89654411551,,,58383.44788555746,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1962.0,,,,,,,9947.031096538323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1964.0,,,,22298.827085729346,19894.062193076647,21109.883388652972,23970.585580850042,35179.69884274569,41722.46316667478,40027.32056759878,38850.605773051015,37736.7464677634,,38636.10521838362,,61130.70812862324,,58907.38405757002,,42978.936087707094,,37931.2851635919,,39079.7141037584,,52583.42781542924,,45738.01954956934,,43622.89432482974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1952.0,,,,,,,,,,,37256.20110892278,35972.862245391814,36154.279788799395,41596.93272940273,48277.97047867889,54733.484664972035,45756.34304407628,57572.40924178083,55316.73595580779,61564.47297480495,58411.448433344696,56038.24879463828,62160.969236881625,75473.4929355268,,74410.27671688698,,81507.61083816433,,98178.97342928337,,80046.7291031794,,100754.97621579099,,78159.4282075168,,84133.48450468678,,81312.03475478994,,43622.89432482974,,,,33119.97872372567,,35583.52980846036,,59704.4482257546,,,,,,,,,,,,,,,,
180,1952.0,,,,,,,,,61505.69033983662,54081.970371358984,63504.888253845646,100551.34454831919,97950.98251780476,75969.13503738289,76585.65351674252,75917.37039641492,76194.25819948355,80601.37293849316,68223.97434549627,49251.57837984396,70093.73812001363,78773.76687703437,65269.0176987257,69284.6665148136,,75841.24357682711,,63847.628489895396,,60216.43703662714,,59111.43072234787,,53340.86976130111,,,,,,,,,,59906.10715514528,,74519.95212838275,,,,,,,,,,,,,,,,,,,,
183,1958.0,,,,,,,31634.994815199472,65679.36746747799,52476.054868129235,70950.81345459339,59682.186579229936,76763.21232237444,92194.55992634631,84431.27722258965,83444.92633334956,96065.56936223706,69309.48069912301,90568.19152263214,,85858.01159640803,,95092.21264452506,,117814.76811514005,,123148.81400489139,,130388.79274984715,,122821.95861181212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1956.0,,,,,,,,,,,,,,72925.05170625572,168527.967762964,79154.32239617778,86782.72338668354,96065.56936223706,94795.47808624447,105662.8901097375,,108753.48135545019,,108676.81445088577,,112578.55619891161,,123148.81400489139,,132759.49807257165,,122821.95861181212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1951.0,,,,,,,,,,,,,,,21893.122489159334,,50679.1524675667,5172.456170199927,57572.40924178083,51628.953558753936,43974.62355343211,25033.47790000487,18732.786025636226,56566.482005562284,21887.312951302767,,17171.602319281606,,42786.06184931373,,,,,,35560.5798408674,,,,7887.514172314385,,7623.003258261558,,,,,,,,,,,,,,,,,,,,,,,,,
191,1961.0,,,,,,,,,,,,,64043.712908158035,69931.09039149183,70492.24240178203,,74410.27671688698,,36496.391212968716,,78543.1787434267,,77583.75282308158,,47414.106454489876,,46895.656924510076,,53635.096371737825,,48787.220852873965,,58163.85909977298,,80498.83148972646,,78199.94976435226,,80062.94206903582,,76762.86200454162,,,,,,,,,,,,,,,,,,,,,,,,,
192,1963.0,,,,,,,67167.81078207762,82975.10393371168,70359.39768549138,86782.72338668354,81655.7339579015,69931.09039149183,73964.02307681626,,88719.9453162883,,88299.9117413447,,130905.29790571118,,123148.81400489139,,130388.79274984715,,334388.365136959,,304700.98248784256,,76230.03258261557,,263962.1335595447,,335706.33623403974,,310074.7608079736,,66719.11839086318,,110879.68956211569,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1954.0,,,,,,,,,,,,,28337.06962878978,29191.19182131842,28834.45374264529,26867.124312831056,25814.476779376968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1964.0,,,,,,,40565.60636759238,36938.68378488297,40053.56464000779,38426.22774489482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1964.0,,,,,,,,,,76852.45548978965,65269.0176987257,67926.14364197411,,64393.508697306024,,,,,,,,,,,,1787.836545724594,,,,24234.94129157207,,,,91999.94089923796,,88958.8245211509,,8529.206889393514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1965.0,,,,,,,,28371.274953338852,,2020.2315001986526,3018.9397174210717,,,,,,,,7388.9288402934835,,5926.7633068112345,,,,,,,,,,,,,,44479.41226057545,,12793.810334090269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1963.0,,,,,,,40300.68646924658,46097.279963173154,105539.09652823706,81776.02780668257,83256.82678060545,51282.79962042734,43774.625902605534,,57238.674397605355,,40753.805419082164,,30108.21851831357,,28816.822477144586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1956.0,,,,,56825.90955310992,51077.41646183904,47628.66619038424,4316.743469447018,45192.84973599925,43786.24497831867,109435.66386419143,50679.1524675667,49735.15548269161,76763.21232237444,101414.01591898093,87949.24710686422,,,,,,,,,,49744.013204170245,,49259.525601956564,,49784.81177721437,,55828.16300536914,,54686.76492804641,,58951.22519722271,,60102.65440309874,,34633.21819906836,,44159.97163163422,,53375.294712690535,,55439.844781057844,,,,,,,,,,,,,,,,,,,,
201,1967.0,72977.97955329606,69629.21767576826,95954.01540296804,88506.77752929245,87949.24710686422,75100.4337000146,40027.32056759878,46620.72692766122,22642.047880658036,,24326.436618982276,,40753.805419082164,,,,29555.715361173934,,47414.106454489876,,206564.20311986585,,304700.98248784256,,306364.4353477942,,263962.1335595447,,335706.33623403974,,310074.7608079736,,333679.2132493658,,347902.0844149167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1957.0,,,,,,,,,,,,35809.311947537964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1954.0,,,,,,,36769.706181424066,50776.96107088705,,35972.862245391814,,,,,,,,,,,,,,,,,,,,,,71121.1596817348,,83742.24450805371,,78875.14172314385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1962.0,,,13557.854920799775,,,13176.579641567343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1964.0,,,,,27851.687070307304,,44253.388764646224,43974.62355343211,36715.76758667381,48032.78468111853,46620.72692766122,45284.09576131607,,47221.90637802442,,31244.58415462966,,39271.58937171335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1951.0,,,,,,,,,,,,,,2711.570984159955,16857.704316652686,27287.5485314272,15811.895569880811,,19958.435203817353,,,5006.695580000974,,9989.267756366877,,,,,38036.88505781002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1963.0,,,,,,,36462.52585312786,23970.585580850042,,,,,,,,,,,78543.1787434267,,87435.65794347289,,106681.73952260222,,82625.68124794633,,78875.14172314385,,85377.63649252943,,89184.58395298524,,87987.09488411962,,88319.94326326843,,106750.58942538107,,119408.8964515092,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1966.0,,,19894.062193076647,28786.204620890414,29502.259176430824,42215.638611294824,44225.81095667527,36825.13492219087,43512.67846581713,24151.517739368574,,25757.403478922413,,40753.805419082164,,45816.85426699891,,61574.407002445696,,77047.92298854604,,83742.24450805371,,59945.10770958933,,50820.02172174372,,43622.89432482974,,56161.9754579487,,59799.96158450467,,62271.17716480563,,21323.01722348378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1957.0,,,,,,,,,,4198.084389450339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1958.0,,,,,,,42933.20724919928,48164.86947615053,46178.92828395372,52706.31856626937,59682.186579229936,57572.40924178083,55316.73595580779,,8344.492633334958,32021.856454079018,31080.484618440812,7547.349293552679,,,,,,,,,,,,,,,,7114.803041044121,,14540.964774943244,,18720.6584859829,,22999.98522480949,,17791.76490423018,,17058.413778787028,,,,,,,,,,,,,,,,,,,,,,
223,1974.0,9324.145385532243,7547.349293552679,,,,,,,,18472.32210073371,,14224.231936346961,,,,28395.05102033179,,27442.811729741607,,21326.748336583423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1959.0,,,,,,10846.28393663982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1961.0,,,,,,,,1241.3894808479827,20150.34323462329,20282.80318379619,16710.3569503042,34713.089354673415,35224.04209948692,32634.50884936285,18838.183836707485,,10732.251449551004,,6520.608867053145,,5890.7384057570025,,,,6045.2985729474585,,,,525.8342781542923,,508.20021721743717,,775.5181213303064,,673.9437054953844,,91.99994089923796,,444.7941226057545,,6396.9051670451345,,,,,,,,,,,,,,,,,,,,,,,,,
229,1955.0,,,,,,,,,26859.737143225884,,,,,37798.718166845625,38381.60616118722,,,,,,,,,,,,13090.529790571116,,19703.810240782623,,,,,,,,,,,,,,15455.990071071978,,31135.588582402816,,53734.00340317913,,,,,,,,,,,,,,,,,,,
231,1957.0,,,,,,,,,,,24325.99318443202,59682.186579229936,53734.24862566211,92194.55992634631,175949.50477705043,179623.54842516826,206556.9850570367,124321.93847376325,204613.16775778928,,128787.01739461205,,122261.41625724648,,65452.64895285559,,30787.203501222848,,9075.059975389362,,75926.30168730202,,73616.79894160094,,76230.03258261557,,,,16848.59263738461,,,,14233.411923384145,,,,,,,,,,,,,,,,,,,,,,,
233,1967.0,,,,,,,,,,,14309.668599401339,,,,,,4925.952560195656,,,,,,,,12196.805213218491,,12602.169471617477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1962.0,,,,,,18244.494888324014,29045.3308018919,13433.562156415528,,,30040.17348000584,24016.392340559265,27972.436156596727,,,24326.436618982276,,,,,,,,,,,,,,,,,,,,128799.91725893314,,144113.29572426446,,125379.34127408464,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1964.0,,,,24123.27657456175,25464.399607138104,28786.204620890414,23048.639981586577,7035.939768549138,10013.391160001947,,,,,,,,,6545.264895285558,,12314.881400489141,,,,11165.632601073828,,16826.696900937353,,21344.40912313236,,21326.748336583423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1960.0,,,,,,,,,35809.311947537964,38381.60616118722,44253.388764646224,52769.54826411853,50066.95580000974,57639.34161734223,62160.969236881625,54340.91491357928,,55807.70753766523,,,,54980.225120398696,,55416.96630220112,,65194.39637492358,,58061.28952558391,,70293.5263036658,,67082.4286727017,,63010.84735808739,,94539.32535421364,,91079.94149024559,,97854.706973266,,93821.27578332865,,,,,,,,,,,,,,,,,,,,,,,,
240,1953.0,,,,,,,,,,,,,,,,,,36877.82397053853,35179.69884274569,41722.46316667478,12808.742581631608,20202.315001986528,18868.3732338817,,22895.469759042142,,28527.663793357515,,52362.11916228446,,43102.08490171198,,41487.343147678635,,43545.96714418793,,34705.06235818329,,34557.61477078572,,35867.71311152667,,37441.3169719658,,41399.97340465708,,35088.02915587755,,,,,,,,,,,,,,,,,,,
242,1955.0,,,,,,,,39936.63660063718,45565.62551082963,51067.92020167915,44880.90110277663,52476.054868129235,48651.98636886404,52719.26481165311,57572.40924178083,60848.40955138857,58046.50309053038,56742.549906677705,64043.712908158035,66046.02981418672,,,117339.28251509098,,74715.30993498398,,69379.80789002693,,,,,,48012.22018461746,,57841.770596972165,,57934.82476278783,,40714.70136984108,,48673.71206355554,,53359.96572155802,,53375.294712690535,,5970.4448225754595,,,,,,,,,,,,,,,,,,,
243,1960.0,,,,,18077.139894399697,17295.56676643587,21410.230386196727,27265.384027550885,28647.44955803037,30513.376898143837,33651.014373116406,39753.059692302624,38384.6661133408,38426.22774489482,37296.58154212897,37736.7464677634,,33627.721208593146,,,,,,,,,,,,,,,,28597.230724055047,,37441.3169719658,,41399.97340465708,,26687.647356345267,,5970.4448225754595,,,,,,,,,,,,,,,,,,,,,,,,
244,1956.0,,,,,16860.58163446391,17426.412675215674,24216.53072079981,29912.63405245147,33216.74455595944,38415.86203172788,46178.92828395372,63399.619736925946,65332.1002420637,,,,83444.92633334956,112076.49758927657,93241.45385532244,90568.19152263214,,87188.81077615236,,88299.9117413447,,78543.1787434267,,86204.16980342397,,77047.92298854604,,75926.30168730202,,42066.74225234339,,,,,,,,36799.97635969519,,,,,,,,,,,,,,,,,,,,,,,,
245,1964.0,,,,,,,36877.82397053853,38697.66872702025,46729.158746675756,32021.856454079018,32634.50884936285,33812.124835116,,31481.270918682945,,40753.805419082164,,20552.131771196655,,44333.5730417609,,118535.26613622469,,55828.16300536914,,38911.73658341764,,28459.212164176482,,20842.049510751982,,,,18399.988179847594,,55154.471203113564,,53953.204020236546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1963.0,,,,,,,30705.284928949775,31346.150374957742,70359.39768549138,40053.56464000779,64043.712908158035,62160.969236881625,45284.09576131607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1959.0,,,,,10072.401428709707,13557.854920799775,14887.323292628345,20990.421947251692,22704.260305469885,,,,,,5763.934161734223,,42265.156043895004,,47221.90637802442,,46187.64614162645,,31417.271497370682,,49259.525601956564,,60452.98572947458,,59177.852785691284,,57841.770596972165,,54885.62345948321,,48469.88258314414,,56161.9754579487,,,,,,29852.2241128773,,,,,,,,,,,,,,,,,,,,,,,
249,1959.0,,,,,14389.144898156726,33894.637301999435,10946.561244579667,,,,,,,,,15540.242309220406,15094.698587105358,,31481.270918682945,,48904.5665028986,,62834.542994741365,,71426.31212283701,,66379.74903628582,,334388.365136959,,73090.96466344663,,56918.424328352965,,79490.6074363564,,56161.9754579487,,67159.95685644372,,67608.70663607468,,64821.972359390704,,,,,,,,,,,,,,,,,,,,,,,
