"R0000100","R0006500","R0007900","T9900000"
1621,17,17,17
1622,14,18,16
1623,16,16,17
1624,16,12,20
1625,16,16,19
1626,16,14,16
1627,16,14,12
1628,12,-3,15
1629,12,12,12
1630,12,12,15
1631,12,16,16
1632,12,16,18
1633,12,16,20
1634,12,12,16
1635,12,12,12
1636,12,12,12
1637,16,16,12
1638,20,-2,13
1639,18,-2,16
1640,7,12,12
1641,12,12,12
1642,6,6,14
1643,6,4,12
1644,6,4,15
1645,6,4,13
1646,12,10,14
1647,6,-2,9
1648,9,-2,9
1649,8,12,11
1650,8,12,12
1651,11,9,12
1652,12,18,14
1653,12,14,16
1654,12,12,12
1655,12,12,14
1656,12,12,12
1657,12,12,14
1658,12,12,17
1659,12,12,14
1660,12,12,13
1661,12,12,12
1662,12,12,14
1663,12,12,14
1664,12,14,12
1665,12,14,14
1666,12,14,15
1667,12,12,11
1668,12,16,20
1669,12,16,17
1670,18,18,16
1671,12,-3,13
1672,12,8,12
1673,12,-3,13
1674,-3,-3,12
1675,13,12,18
1676,13,13,18
1677,13,13,12
1678,14,-3,16
1679,14,12,14
1680,16,-4,12
1681,18,14,16
1682,12,12,14
1683,12,14,12
1684,-2,-2,11
1685,-2,-2,13
1686,10,-2,11
1687,10,-3,10
1688,12,7,9
1689,5,-2,12
1690,6,6,14
1691,6,-3,12
1692,6,6,12
1693,6,-3,12
1694,5,6,5
1695,8,-3,11
1696,-3,-3,13
1697,11,6,13
1698,-2,-3,12
1699,9,11,15
1700,10,-3,12
1701,10,12,14
1702,-3,-2,13
1703,12,-3,17
1704,11,12,12
1705,11,12,12
1706,12,12,12
1707,16,16,16
1708,17,20,20
1709,16,16,9
1710,16,16,16
1711,16,12,14
1712,16,12,18
1713,16,20,20
1714,14,17,14
1715,15,16,14
1716,12,16,13
1717,-2,16,13
1718,14,14,13
1719,16,12,18
1720,16,16,16
1721,2,2,12
1722,2,0,13
1723,2,0,16
1724,-2,-2,12
1725,9,9,11
1726,12,12,12
1727,12,12,12
1728,9,6,12
1729,9,12,10
1730,12,12,18
1731,12,12,12
1732,17,12,15
1733,17,12,16
1734,17,12,17
1735,16,16,17
1736,16,16,17
1737,8,12,17
1738,12,16,14
1739,12,20,15
1740,12,20,16
1741,12,12,10
1742,12,-3,13
1743,12,12,13
1744,14,12,13
1745,16,18,17
1746,15,16,19
1747,20,20,13
1748,20,20,12
1749,12,-2,12
1750,11,16,12
1751,10,15,13
1752,-3,-2,12
1753,12,6,12
1754,12,-2,12
1755,12,-2,14
1756,5,-3,12
1757,12,12,12
1758,14,13,16
1759,12,11,13
1760,-3,-3,15
1761,13,20,12
1762,14,20,14
1763,14,13,16
1764,12,12,11
1765,16,16,16
1766,14,17,16
1767,16,16,14
1768,10,10,12
1769,10,10,12
1770,12,9,11
1771,12,9,12
1772,12,10,12
1773,10,18,14
1774,7,14,15
1775,9,10,13
1776,14,18,17
1777,14,-3,17
1778,12,15,14
1779,12,12,11
1780,14,20,14
1781,11,11,15
1782,11,10,12
1783,12,14,12
1784,12,15,15
1785,8,12,19
1786,8,12,12
1787,12,12,17
1788,12,12,12
1789,14,14,12
1790,13,15,12
1791,12,12,13
1792,12,12,14
1793,12,12,15
1794,12,12,14
1795,12,16,20
1796,12,14,12
1797,12,11,9
1798,13,14,15
1799,13,12,13
1800,12,12,13
1801,12,16,12
1802,12,16,12
1803,12,17,19
1804,13,16,17
1805,-3,17,12
1806,-3,16,12
1807,11,12,14
1808,12,12,16
1809,12,12,13
1810,12,12,13
1811,12,9,9
1812,12,9,9
1813,9,-4,11
1814,7,8,13
1815,7,9,12
1816,9,-2,9
1817,9,-2,12
1818,9,-3,9
1819,10,11,15
1820,6,6,8
1821,6,6,12
1822,4,8,11
1823,-2,8,12
1824,8,8,9
1825,-3,-2,16
1826,12,8,12
1827,8,-2,12
1828,8,12,12
1829,11,6,13
1830,10,6,12
1831,11,6,15
1832,11,6,12
1833,6,8,9
1834,-3,8,12
1835,2,0,12
1836,2,0,14
1837,2,0,13
1838,8,6,12
1839,8,8,12
1840,10,11,12
1841,12,13,20
1842,16,16,16
1843,14,16,17
1844,15,18,18
1845,12,17,13
1846,16,16,18
1847,12,10,14
1848,12,12,13
1849,11,15,12
1850,-3,12,12
1851,8,4,14
1852,16,12,16
1853,12,16,12
1854,12,13,18
1855,12,-3,12
1856,12,16,15
1857,18,20,12
1858,14,18,18
1859,12,12,12
1860,12,12,12
1861,12,12,19
1862,11,12,12
1863,12,12,12
1864,9,-2,12
1865,11,12,12
1866,10,12,12
1867,10,12,12
1868,12,12,13
1869,12,12,12
1870,9,-2,14
1871,11,10,12
1872,8,8,12
1873,8,8,12
1874,12,12,12
1875,12,12,18
1876,8,8,15
1877,12,12,16
1878,12,12,12
1879,12,8,14
1880,12,12,20
1881,12,12,12
1882,12,12,12
1883,12,12,12
1884,12,12,12
1885,12,12,16
1886,12,16,18
1887,8,9,12
1888,8,9,12
1889,8,9,13
1890,8,9,12
1891,12,12,12
1892,12,12,12
1893,12,12,16
1894,12,14,14
1895,12,12,14
1896,12,12,18
1897,12,-3,16
1898,12,12,12
1899,10,9,12
1900,12,12,15
1901,12,12,12
1902,12,12,12
1903,11,11,12
1904,11,11,12
1905,11,11,12
1906,17,18,18
1907,8,8,14
1908,11,12,12
1909,12,12,13
1910,12,12,12
1911,12,10,12
1912,10,12,14
1913,10,12,14
1914,16,16,19
1915,16,15,16
1916,16,16,19
1917,12,12,12
1918,12,12,12
1919,12,12,14
1920,13,16,14
1921,8,8,13
1922,12,12,12
1923,12,12,16
1924,11,16,16
1925,12,12,12
1926,12,10,12
1927,12,10,12
1928,-3,6,8
1929,12,12,14
1930,12,12,16
1931,10,-4,12
1932,10,-4,12
1933,12,-3,12
1934,11,-3,12
1935,12,12,16
1936,12,12,15
1937,12,12,16
1938,12,12,15
1939,12,-3,12
1940,6,7,12
1941,-4,14,16
1942,-4,-2,16
1943,9,12,12
1944,12,11,14
1945,12,11,12
1946,10,11,12
1947,10,10,12
1948,11,12,12
1949,12,16,16
1950,12,16,16
1951,12,15,18
1952,12,15,17
1953,18,12,19
1954,16,16,16
1955,12,16,14
1956,12,12,12
1957,12,12,12
1958,13,13,15
1959,8,9,12
1960,8,9,12
1961,12,17,12
1962,12,12,12
1963,12,12,12
1964,12,8,12
1965,12,8,12
1966,17,14,12
1967,17,14,16
1968,12,12,12
1969,12,12,12
1970,12,12,17
1971,12,14,12
1972,-3,14,16
1973,12,13,12
1974,12,15,17
1975,12,12,12
1976,9,8,18
1977,12,12,12
1978,12,12,14
1979,12,10,14
1980,9,12,12
1981,12,12,12
1982,12,12,12
1983,12,12,12
1984,10,9,12
1985,12,16,12
1986,12,12,14
1987,12,12,12
1988,17,17,12
1989,17,17,14
1990,12,12,12
1991,12,4,9
1992,12,3,13
1993,12,9,14
1994,12,12,13
1995,12,15,15
1996,9,12,12
1997,12,12,12
1998,11,12,12
1999,16,14,19
2000,12,12,12
2001,12,12,12
2002,12,12,12
2003,12,12,12
2004,12,16,16
2005,12,16,16
2006,16,12,16
2007,12,12,16
2008,12,16,14
2009,12,16,16
2010,16,18,19
2011,12,12,16
2012,12,9,12
2013,12,12,12
2014,12,14,12
2015,7,8,13
2016,14,16,17
2017,12,-2,19
2018,12,9,12
2019,12,11,16
2020,12,11,12
2021,12,16,12
2022,12,12,12
2023,12,12,12
2024,17,20,15
2025,12,13,13
2026,10,14,13
2027,10,10,19
2028,11,11,12
2029,16,12,20
2030,10,6,18
2031,12,14,12
2032,12,15,12
2033,12,12,12
2034,11,9,16
2035,11,9,12
2036,17,18,14
2037,17,12,19
2038,13,17,18
2039,12,18,14
2040,12,12,14
2041,12,12,14
2042,16,20,18
2043,6,13,17
2044,13,8,12
2045,13,8,12
2046,13,12,12
2047,12,12,13
2048,10,12,16
2049,12,8,16
2050,-2,12,12
2051,12,7,11
2052,12,12,12
2053,16,16,13
2054,3,-2,7
2055,12,12,12
2056,12,12,16
2057,12,12,15
2058,9,12,12
2059,-2,13,12
2060,12,13,13
2061,11,12,16
2062,11,12,18
2063,12,-3,12
2064,16,12,14
2065,10,4,11
2066,10,4,12
2067,12,12,12
2068,15,16,16
2069,14,16,17
2070,12,9,12
2071,12,9,14
2072,12,9,12
2073,12,10,12
2074,12,10,12
2075,10,12,12
2076,10,10,12
2077,8,12,12
2078,5,6,12
2079,12,12,12
2080,11,11,12
2081,7,9,12
2082,11,11,12
2083,12,13,16
2084,8,8,18
2085,12,12,12
2086,12,12,12
2087,12,12,12
2088,12,12,14
2089,12,12,12
2090,12,12,12
2091,11,5,9
2092,11,5,10
2093,12,12,12
2094,10,12,12
2095,12,12,20
2096,12,12,16
2097,12,12,12
2098,-3,12,12
2099,12,12,13
2100,12,10,12
2101,12,8,12
2102,12,12,12
2103,10,10,13
2104,12,12,12
2105,8,3,12
2106,12,12,12
2107,12,12,14
2108,10,14,15
2109,12,14,12
2110,14,14,17
2111,12,14,17
2112,12,12,12
2113,10,12,19
2114,12,12,12
2115,12,12,12
2116,12,12,12
2117,12,12,9
2118,12,12,12
2119,12,20,16
2120,12,12,14
2121,10,12,12
2122,10,10,12
2123,12,16,18
2124,12,16,16
2125,12,8,12
2126,12,10,17
2127,12,-3,12
2128,12,8,12
2129,10,6,12
2130,8,12,12
2131,8,8,10
2132,11,13,14
2133,12,12,16
2134,12,12,9
2135,10,8,12
2136,12,16,17
2137,12,14,14
2138,12,16,12
2139,12,12,20
2140,12,12,12
2141,12,12,16
2142,12,14,12
2143,11,12,12
2144,14,14,16
2145,12,12,13
2146,11,12,12
2147,12,13,14
2148,18,18,15
2149,-3,18,15
2150,12,12,15
2151,12,12,13
2152,8,8,12
2153,8,8,12
2154,12,12,14
2155,16,9,19
2156,16,9,12
2157,11,6,12
2158,12,12,12
2159,12,6,16
2160,11,-2,12
2161,10,-2,12
2162,13,-3,14
2163,12,10,14
2164,16,6,20
2165,12,14,12
2166,12,16,13
2167,12,16,16
2168,14,14,16
2169,12,12,13
2170,12,12,16
2171,12,12,16
2172,13,9,14
2173,12,11,12
2174,3,-2,12
2175,11,12,12
2176,12,12,13
2177,12,10,12
2178,12,16,16
2179,7,0,12
2180,3,8,12
2181,6,8,12
2182,11,10,12
2183,12,12,14
2184,16,16,14
2185,16,16,15
2186,18,16,16
2187,12,14,13
2188,12,14,14
2189,12,13,18
2190,11,10,16
2191,10,11,12
2192,-2,-2,8
2193,9,6,12
2194,6,6,13
2195,12,6,12
2196,7,12,12
2197,12,-2,12
2198,12,6,12
2199,12,7,12
2200,12,16,17
2201,12,12,12
2202,12,12,16
2203,12,9,12
2204,7,12,15
2205,12,13,14
2206,2,-2,7
2207,11,12,14
2208,12,12,12
2209,12,12,13
2210,12,12,12
2211,11,12,12
2212,12,12,12
2213,12,12,11
2214,11,12,17
2215,11,11,12
2216,14,9,12
2217,12,14,13
2218,14,16,16
2219,12,10,12
2220,12,10,16
2221,12,-2,16
2222,12,18,16
2223,10,10,12
2224,12,10,10
2225,12,6,12
2226,12,9,12
2227,15,12,12
2228,13,14,13
2229,12,10,12
2230,12,12,16
2231,11,12,13
2232,10,12,12
2233,13,16,16
2234,13,16,16
2235,16,16,15
2236,16,16,16
2237,12,19,18
2238,12,18,16
2239,12,-2,16
2240,-2,-2,11
2241,12,8,12
2242,12,9,15
2243,12,8,16
2244,11,12,12
2245,14,12,16
2246,16,12,13
2247,12,12,12
2248,12,12,12
2249,4,8,12
2250,9,11,12
2251,9,9,12
2252,-3,9,10
2253,7,-2,7
2254,10,6,12
2255,10,7,8
2256,12,12,12
2257,10,8,13
2258,9,7,11
2259,12,9,12
2260,12,12,14
2261,9,8,12
2262,8,5,12
2263,12,-2,15
2264,12,10,12
2265,12,12,14
2266,12,5,12
2267,10,9,10
2268,10,-2,12
2269,10,-3,12
2270,12,12,15
2271,12,12,12
2272,12,12,12
2273,12,12,13
2274,8,-3,6
2275,12,12,12
2276,12,-2,16
2277,9,9,16
2278,12,10,15
2279,12,12,12
2280,9,6,12
2281,12,12,12
2282,11,5,12
2283,11,10,12
2284,12,14,13
2285,12,12,20
2286,16,14,16
2287,12,16,18
2288,12,16,17
2289,11,14,12
2290,18,16,17
2291,17,16,16
2292,14,18,16
2293,18,16,15
2294,12,12,16
2295,12,12,16
2296,12,18,19
2297,8,11,12
2298,16,12,16
2299,16,16,16
2300,16,16,16
2301,16,16,16
2302,16,16,17
2303,16,16,15
2304,12,12,12
2305,12,-3,12
2306,9,9,12
2307,9,9,11
2308,12,11,7
2309,6,6,12
2310,6,6,16
2311,6,8,12
2312,12,12,14
2313,12,14,12
2314,10,9,12
2315,14,8,13
2316,8,8,12
2317,14,12,14
2318,15,13,12
2319,9,9,10
2320,12,11,12
2321,12,8,12
2322,12,12,12
2323,12,12,16
2324,16,17,17
2325,12,12,16
2326,10,12,12
2327,10,12,12
2328,10,12,16
2329,10,12,16
2330,12,12,14
2331,-3,12,18
2332,16,13,15
2333,12,8,13
2334,9,7,12
2335,12,10,13
2336,12,9,17
2337,12,12,14
2338,-3,12,12
2339,16,12,19
2340,9,8,12
2341,12,12,14
2342,12,12,12
2343,12,12,16
2344,12,12,14
2345,-3,-2,12
2346,14,14,14
2347,12,-3,11
2348,6,2,10
2349,6,-4,10
2350,-2,-2,16
2351,-2,-2,12
2352,12,-4,10
2353,-2,-2,16
2354,-2,7,9
2355,7,11,9
2356,11,-2,12
2357,9,-2,12
2358,6,-4,8
2359,12,12,15
2360,12,10,17
2361,12,6,12
2362,16,20,13
2363,-2,-2,12
2364,-2,-2,12
2365,12,12,12
2366,-4,-2,12
2367,12,16,16
2368,12,6,12
2369,-2,12,18
2370,-3,12,14
2371,14,-2,12
2372,16,12,16
2373,18,18,20
2374,16,12,12
2375,12,14,13
2376,12,10,13
2377,11,12,12
2378,11,12,15
2379,12,12,13
2380,12,12,12
2381,12,10,12
2382,8,8,15
2383,8,8,12
2384,-2,-3,12
2385,12,12,14
2386,12,11,15
2387,12,12,14
2388,16,18,15
2389,9,-2,12
2390,-2,-2,11
2391,12,12,12
2392,-2,11,11
2393,12,10,12
2394,12,12,12
2395,6,4,12
2396,8,9,12
2397,9,4,10
2398,12,8,11
2399,10,14,12
2400,10,14,12
2401,12,12,12
2402,11,11,12
2403,9,6,11
2404,12,12,16
2405,10,9,16
2406,10,10,12
2407,10,11,13
2408,10,14,12
2409,11,14,12
2410,12,9,15
2411,12,16,13
2412,10,12,12
2413,16,12,12
2414,13,12,13
2415,12,15,15
2416,12,12,12
2417,12,12,13
2418,12,12,12
2419,13,8,10
2420,13,8,12
2421,-2,-2,12
2422,-3,12,15
2423,12,9,12
2424,12,9,12
2425,12,4,12
2426,12,4,14
2427,12,4,12
2428,16,18,20
2429,16,20,16
2430,9,10,10
2431,15,16,12
2432,15,16,16
2433,15,16,14
2434,12,12,12
2435,12,12,12
2436,12,16,12
2437,12,16,14
2438,12,16,17
2439,12,16,12
2440,-3,16,12
2441,-3,12,12
2442,13,7,18
2443,11,11,14
2444,11,8,16
2445,12,12,12
2446,8,12,11
2447,12,12,13
2448,12,8,9
2449,12,-2,12
2450,12,8,12
2451,12,12,12
2452,10,12,12
2453,12,13,12
2454,12,9,13
2455,12,12,12
2456,12,12,11
2457,10,9,10
2458,12,20,12
2459,12,8,12
2460,12,6,12
2461,12,12,17
2462,8,14,11
2463,14,12,20
2464,15,13,13
2465,15,12,19
2466,12,12,10
2467,12,12,17
2468,14,16,16
2469,-2,10,16
2470,13,10,12
2471,12,9,12
2472,12,12,13
2473,12,12,12
2474,10,12,18
2475,10,12,12
2476,10,12,11
2477,18,19,15
2478,11,12,12
2479,10,11,12
2480,11,12,12
2481,9,-2,8
2482,11,11,12
2483,10,11,12
2484,11,8,13
2485,11,8,11
2486,9,-2,12
2487,9,-2,12
2488,8,12,11
2489,12,12,13
2490,12,12,16
2491,12,12,20
2492,11,12,12
2493,12,12,12
2494,14,16,16
2495,12,15,8
2496,12,12,12
2497,12,12,12
2498,12,12,12
2499,10,12,12
2500,10,12,12
2501,12,12,12
2502,16,16,17
2503,16,16,16
2504,10,12,12
2505,9,-3,15
2506,10,10,12
2507,12,12,12
2508,14,17,14
2509,12,17,16
2510,14,17,14
2511,12,12,12
2512,12,12,12
2513,12,12,12
2514,13,12,17
2515,12,11,16
2516,12,12,12
2517,12,12,12
2518,12,12,14
2519,12,12,12
2520,13,20,18
2521,12,12,12
2522,12,12,12
2523,12,13,14
2524,12,12,14
2525,12,-2,12
2526,12,11,17
2527,12,12,12
2528,9,12,12
2529,9,12,12
2530,9,12,12
2531,12,12,13
2532,12,12,16
2533,12,12,16
2534,12,12,19
2535,12,12,12
2536,16,13,15
2537,12,12,12
2538,12,12,12
2539,12,12,12
2540,12,12,12
2541,12,9,12
2542,12,9,13
2543,12,-2,12
2544,12,11,16
2545,8,8,16
2546,8,8,12
2547,12,8,12
2548,12,12,12
2549,12,18,18
2550,12,18,16
2551,12,18,16
2552,12,18,16
2553,12,9,12
2554,12,9,12
2555,12,12,11
2556,12,12,12
2557,12,12,16
2558,12,12,19
2559,12,14,14
2560,16,20,12
2561,11,9,12
2562,7,12,12
2563,12,12,14
2564,12,12,12
2565,12,12,16
2566,12,12,14
2567,12,12,16
2568,12,9,14
2569,14,12,18
2570,12,12,16
2571,12,12,16
2572,12,12,16
2573,12,12,17
2574,8,8,12
2575,7,3,12
2576,12,12,12
2577,12,-2,12
2578,12,12,12
2579,12,12,12
2580,9,8,12
2581,9,8,12
2582,8,2,12
2583,8,2,12
2584,8,2,12
2585,10,8,13
2586,10,8,12
2587,8,6,7
2588,14,8,20
2589,14,8,20
2590,12,12,16
2591,12,12,12
2592,12,12,12
2593,15,12,15
2594,8,7,12
2595,12,12,12
2596,10,10,10
2597,-3,12,17
2598,-3,12,14
2599,12,12,12
2600,12,12,12
2601,12,12,12
2602,9,8,13
2603,12,12,19
2604,12,12,12
2605,12,12,12
2606,12,12,16
2607,12,12,16
2608,12,12,12
2609,14,12,12
2610,12,10,12
2611,12,8,16
2612,12,8,12
2613,10,12,13
2614,9,12,12
2615,9,12,12
2616,12,10,14
2617,12,12,9
2618,14,16,15
2619,14,16,16
2620,11,12,14
2621,12,12,15
2622,12,12,20
2623,10,8,12
2624,16,20,17
2625,16,20,16
2626,12,12,20
2627,8,9,14
2628,12,15,18
2629,12,13,12
2630,12,12,17
2631,12,12,13
2632,12,12,12
2633,12,13,16
2634,0,-4,12
2635,12,8,12
2636,12,12,18
2637,12,12,16
2638,12,12,16
2639,-3,11,12
2640,-3,12,12
2641,0,0,9
2642,16,18,18
2643,3,0,12
2644,0,0,16
2645,0,0,18
2646,6,10,20
2647,6,6,14
2648,6,6,18
2649,4,14,18
2650,4,14,12
2651,4,14,12
2652,4,14,12
2653,3,0,6
2654,6,0,12
2655,6,0,10
2656,5,3,15
2657,5,3,12
2658,5,5,12
2659,5,2,12
2660,4,0,9
2661,6,8,9
2662,7,8,12
2663,5,10,7
2664,0,4,8
2665,8,2,12
2666,8,5,9
2667,0,-2,8
2668,4,6,12
2669,6,6,12
2670,7,7,12
2671,9,6,12
2672,11,11,12
2673,3,2,4
2674,2,2,4
2675,3,2,7
2676,6,4,10
2677,0,2,13
2678,4,12,15
2679,4,3,12
2680,12,13,17
2681,3,3,11
2682,3,5,12
2683,3,5,11
2684,12,14,20
2685,15,15,17
2686,18,19,20
2687,6,10,14
2688,6,5,14
2689,12,6,12
2690,5,4,12
2691,5,-3,15
2692,5,-2,12
2693,3,-2,13
2694,6,6,15
2695,7,12,20
2696,7,12,14
2697,10,5,12
2698,3,0,6
2699,3,0,12
2700,3,0,12
2701,5,6,16
2702,5,0,16
2703,5,6,16
2704,5,8,17
2705,3,5,12
2706,0,0,12
2707,0,0,12
2708,6,2,12
2709,5,2,12
2710,4,2,12
2711,11,5,12
2712,10,7,16
2713,10,10,12
2714,12,14,16
2715,12,14,14
2716,5,12,9
2717,12,8,12
2718,12,8,13
2719,5,-2,8
2720,12,-3,7
2721,-2,-2,9
2722,7,6,12
2723,14,10,18
2724,12,16,18
2725,12,10,14
2726,12,13,15
2727,7,7,14
2728,9,7,10
2729,11,11,13
2730,8,8,18
2731,12,6,16
2732,5,5,12
2733,9,10,12
2734,9,10,13
2735,9,10,14
2736,11,10,14
2737,11,10,13
2738,11,12,12
2739,11,12,16
2740,11,12,16
2741,11,4,12
2742,13,8,13
2743,12,7,14
2744,12,11,14
2745,11,12,12
2746,10,3,13
2747,11,5,9
2748,7,11,12
2749,12,12,12
2750,8,4,11
2751,8,-2,12
2752,12,12,12
2753,-3,7,12
2754,16,-3,16
2755,12,10,12
2756,10,-2,16
2757,6,-4,12
2758,10,-3,12
2759,4,-2,10
2760,12,12,12
2761,8,12,12
2762,10,12,12
2763,10,3,12
2764,10,5,12
2765,12,12,14
2766,9,10,13
2767,9,10,14
2768,5,-3,12
2769,5,-2,12
2770,12,16,16
2771,12,16,16
2772,12,16,12
2773,11,5,14
2774,4,7,14
2775,5,8,12
2776,5,8,20
2777,-3,-3,7
2778,12,8,9
2779,9,9,12
2780,9,10,12
2781,8,5,12
2782,-2,-2,8
2783,12,5,12
2784,12,-4,12
2785,12,6,12
2786,12,9,12
2787,9,10,12
2788,12,12,12
2789,11,-4,12
2790,11,10,13
2791,11,-2,15
2792,-2,-2,12
2793,12,-2,12
2794,5,-2,12
2795,4,3,12
2796,3,-3,10
2797,9,3,12
2798,12,4,12
2799,-2,-2,12
2800,12,12,18
2801,-3,15,13
2802,12,-3,12
2803,12,12,13
2804,12,12,16
2805,12,-4,14
2806,12,12,17
2807,10,9,12
2808,10,12,12
2809,9,12,17
2810,9,12,12
2811,10,12,12
2812,9,12,12
2813,12,12,16
2814,12,12,18
2815,12,12,13
2816,7,12,12
2817,7,10,9
2818,6,3,14
2819,12,10,12
2820,12,12,12
2821,12,12,14
2822,5,0,9
2823,10,10,17
2824,11,11,15
2825,11,11,14
2826,9,9,12
2827,12,5,10
2828,1,1,10
2829,1,4,12
2830,9,12,12
2831,9,-2,12
2832,14,8,12
2833,12,11,12
2834,7,14,13
2835,8,9,12
2836,7,9,12
2837,12,11,12
2838,12,8,16
2839,12,10,13
2840,12,11,18
2841,12,14,14
2842,16,13,14
2843,16,16,18
2844,12,10,16
2845,17,20,20
2846,17,20,20
2847,17,20,19
2848,18,20,16
2849,19,19,18
2850,16,-3,18
2851,16,20,18
2852,12,12,12
2853,12,-2,12
2854,10,10,13
2855,11,10,14
2856,12,14,14
2857,12,12,12
2858,12,13,12
2859,12,13,15
2860,12,13,16
2861,14,15,17
2862,12,12,16
2863,12,12,12
2864,10,10,12
2865,10,9,11
2866,11,12,13
2867,10,10,11
2868,15,16,16
2869,-3,16,17
2870,15,16,18
2871,15,16,18
2872,12,12,14
2873,12,12,20
2874,10,12,9
2875,16,16,15
2876,11,-3,12
2877,12,17,14
2878,1,1,6
2879,12,12,12
2880,12,12,12
2881,12,11,12
2882,10,9,12
2883,10,12,12
2884,-2,-2,12
2885,-2,-2,12
2886,12,12,13
2887,15,14,12
2888,16,16,13
2889,12,12,16
2890,12,12,12
2891,12,12,13
2892,16,20,20
2893,16,17,19
2894,16,17,16
2895,16,18,16
2896,16,17,18
2897,16,16,14
2898,15,16,16
2899,16,16,16
2900,16,20,18
2901,16,16,17
2902,16,16,20
2903,16,16,16
2904,16,16,19
2905,17,17,16
2906,16,17,19
2907,-3,16,16
2908,16,18,16
2909,16,16,18
2910,14,16,18
2911,10,12,12
2912,10,12,12
2913,10,12,14
2914,12,12,15
2915,16,14,20
2916,10,8,17
2917,-2,12,12
2918,10,12,12
2919,10,12,12
2920,12,12,12
2921,12,14,12
2922,12,12,12
2923,12,12,12
2924,12,12,12
2925,17,12,16
2926,17,12,17
2927,17,12,12
2928,12,16,16
2929,12,12,18
2930,12,11,16
2931,12,11,12
2932,7,-2,12
2933,7,4,7
2934,7,4,12
2935,-2,-2,16
2936,15,11,18
2937,16,12,14
2938,12,18,13
2939,18,20,15
2940,16,18,17
2941,14,16,20
2942,12,12,13
2943,12,16,16
2944,16,10,14
2945,12,14,13
2946,12,12,16
2947,12,12,16
2948,15,19,16
2949,15,18,16
2950,15,19,16
2951,12,12,10
2952,12,11,14
2953,7,12,10
2954,12,7,13
2955,15,16,16
2956,14,16,16
2957,15,15,20
2958,14,16,16
2959,14,18,20
2960,-2,16,12
2961,12,16,19
2962,12,16,16
2963,16,16,16
2964,12,12,16
2965,9,-2,12
2966,9,9,9
2967,9,8,15
2968,9,8,12
2969,9,6,14
2970,6,6,12
2971,11,11,9
2972,7,12,14
2973,7,12,12
2974,12,12,12
2975,12,12,14
2976,12,14,12
2977,12,12,12
2978,10,7,12
2979,12,12,14
2980,16,12,20
2981,12,12,13
2982,16,18,16
2983,12,18,12
2984,13,18,16
2985,13,18,16
2986,16,16,18
2987,15,15,16
2988,12,12,16
2989,12,-2,19
2990,9,12,12
2991,16,12,16
2992,-2,8,12
2993,-2,9,12
2994,15,10,12
2995,8,12,12
2996,12,12,14
2997,11,11,12
2998,11,9,12
2999,8,8,13
3000,12,11,12
3001,12,11,12
3002,7,-2,12
3003,12,14,9
3004,12,10,16
3005,12,11,16
3006,12,12,14
3007,12,12,12
3008,-3,-3,15
3009,-3,-3,14
3010,11,9,14
3011,18,19,20
3012,12,8,12
3013,-3,-2,13
3014,-3,-2,8
3015,12,12,14
3016,12,12,16
3017,14,14,18
3018,14,14,16
3019,12,12,18
3020,12,12,12
3021,12,12,12
3022,12,12,16
3023,12,12,12
3024,8,8,13
3025,16,14,14
3026,16,14,13
3027,12,12,12
3028,16,12,12
3029,11,-4,15
3030,12,6,11
3031,9,8,13
3032,16,12,11
3033,15,12,18
3034,11,12,12
3035,11,12,12
3036,12,6,12
3037,12,15,12
3038,11,11,12
3039,11,11,12
3040,11,11,12
3041,12,8,13
3042,12,10,12
3043,11,12,12
3044,10,6,9
3045,-2,-2,9
3046,8,12,12
3047,9,16,13
3048,12,-2,14
3049,12,9,12
3050,11,8,8
3051,12,12,12
3052,12,12,12
3053,10,12,12
3054,10,12,12
3055,12,8,12
3056,8,8,13
3057,12,9,12
3058,11,16,16
3059,12,12,12
3060,12,12,14
3061,13,12,16
3062,16,16,16
3063,11,12,12
3064,12,-2,16
3065,11,12,12
3066,11,-2,12
3067,5,-2,10
3068,12,12,16
3069,12,12,16
3070,11,-2,12
3071,12,-3,12
3072,11,11,12
3073,12,-2,12
3074,11,9,12
3075,11,12,12
3076,10,12,12
3077,12,12,12
3078,12,12,16
3079,11,11,12
3080,11,11,12
3081,11,11,12
3082,11,11,12
3083,12,12,14
3084,11,12,16
3085,12,16,16
3086,12,16,16
3087,10,9,11
3088,9,8,8
3089,12,10,15
3090,12,10,12
3091,10,12,14
3092,8,8,16
3093,-3,11,12
3094,8,11,12
3095,12,12,12
3096,12,10,13
3097,12,-2,16
3098,12,9,12
3099,-2,-2,16
3100,12,12,12
3101,12,-2,15
3102,-3,10,15
3103,-2,-2,10
3104,11,-2,10
3105,12,-3,12
3106,-2,-2,18
3107,12,12,15
3108,12,12,12
3109,12,16,18
3110,12,16,16
3111,12,12,18
3112,12,12,18
3113,10,12,12
3114,-2,-2,12
3115,12,12,12
3116,9,11,12
3117,16,20,14
3118,13,14,12
3119,11,12,12
3120,11,12,13
3121,12,12,12
3122,-3,12,13
3123,13,-3,14
3124,13,-2,12
3125,-2,-2,12
3126,10,-2,14
3127,12,12,12
3128,12,12,12
3129,12,12,12
3130,16,16,19
3131,16,14,16
3132,14,18,20
3133,12,17,16
3134,12,12,12
3135,13,14,12
3136,12,12,12
3137,12,12,18
3138,12,12,12
3139,12,10,16
3140,12,12,13
3141,12,14,16
3142,16,20,18
3143,12,12,16
3144,12,10,12
3145,14,12,16
3146,12,12,17
